TEAM,CONF,G,W,ADJOE,ADJDE,BARTHAG,EFG_O,EFG_D,TOR,TORD,ORB,DRB,FTR,FTRD,2P_O,2P_D,3P_O,3P_D,ADJ_T,WAB,WR,YEAR
Dayton,A10,31,17,1.19048E+00,-5.76360E-01,1.17896E+00,1.01094E+00,-3.06433E-01,1.42743E+00,1.05972E+00,1.39802E+00,2.73046E-01,9.37738E-01,4.21690E-01,5.84512E-01,-5.69579E-01,1.54420E+00,3.82125E-01,-4.31911E-01,4.37152E-01,5.48387E-01,2013
Xavier,A10,31,17,2.68234E-01,-1.35953E+00,1.10611E+00,6.89221E-02,-1.17000E+00,8.09598E-01,-1.11966E-02,1.18446E+00,-1.59746E-01,1.24603E+00,-2.34893E-01,2.57522E-02,-1.05194E+00,2.98411E-01,-9.31748E-01,-1.49928E+00,5.25181E-01,5.48387E-01,2013
Texas Southern,SWAC,31,17,6.70076E-03,1.45386E-01,-7.66318E-02,6.53622E-01,-1.65360E+00,-3.78547E-01,-5.02034E-01,4.96296E-01,1.07680E+00,-6.03719E-01,-7.82045E-01,4.66878E-01,-1.44386E+00,5.18257E-01,-1.09598E+00,-1.11115E+00,-1.76615E-02,5.48387E-01,2013
Long Beach St.,BW,31,17,-6.21237E-02,1.60742E-01,-1.40860E-01,6.89221E-02,2.80793E-01,9.99702E-01,3.90398E-01,6.62404E-01,2.03513E+00,3.21155E-01,-4.22488E-01,1.72794E-01,-5.39431E-01,-6.79985E-02,1.57282E+00,-1.40809E-01,3.19781E-01,5.48387E-01,2013
Hartford,AE,31,17,-1.56250E+00,-8.98842E-01,-6.03776E-01,-5.15777E-01,-2.37348E-01,1.66506E+00,2.79996E+00,-8.32566E-01,3.96701E-01,-6.94393E-01,1.04701E+00,-6.50641E-01,-2.37955E-01,-2.87844E-01,-6.95187E-02,-1.14349E+00,-4.70043E-02,5.48387E-01,2013
Indiana St.,MVC,32,17,-3.64951E-01,-1.29811E+00,6.62780E-01,-5.48261E-01,-1.23909E+00,4.29392E-01,-1.89683E-01,-6.42729E-01,8.75640E-02,1.37297E+00,6.09285E-01,-2.09515E-01,-1.11224E+00,-8.00818E-01,-8.08573E-01,-7.87701E-01,5.98538E-01,5.31250E-01,2013
Morgan St.,MEAC,32,17,-7.77898E-01,-2.84590E-01,-4.06391E-01,-5.15777E-01,-1.65360E+00,1.71259E+00,1.41669E+00,2.06246E+00,1.88056E+00,8.47064E-01,5.31120E-01,2.02203E-01,-1.26297E+00,-1.82676E+00,-1.54763E+00,-7.61196E-02,-5.01818E-01,5.31250E-01,2013
Savannah St.,MEAC,32,17,-2.34710E+00,-1.91236E+00,-5.45814E-01,-1.62021E+00,-2.27537E+00,3.99383E+00,3.29080E+00,1.20819E+00,9.22234E-01,1.39807E-01,1.64106E+00,-1.12118E+00,-1.71519E+00,-1.90005E+00,-2.28668E+00,-1.46694E+00,-7.63472E-02,5.31250E-01,2013
St. John's,BE,33,17,-5.16365E-01,-1.78951E+00,8.86797E-01,-1.75014E+00,-1.54997E+00,-9.48857E-01,7.02749E-01,2.82729E-01,1.72599E+00,-1.02082E+00,-9.22742E-01,-1.03295E+00,-1.71519E+00,-2.59622E+00,-5.21163E-01,-4.37750E-02,5.98538E-01,5.15152E-01,2013
Green Bay,Horz,33,17,-2.27302E-01,-6.68498E-01,3.25189E-01,-6.45711E-01,-8.24574E-01,9.99702E-01,-2.78926E-01,8.28511E-01,-8.70761E-01,1.02841E+00,-1.41096E-01,-5.33007E-01,-1.05194E+00,-4.34408E-01,-1.51636E-01,-1.11115E+00,-4.70043E-02,5.15152E-01,2013
Illinois Chicago,Horz,33,17,-9.56842E-01,-6.83854E-01,-2.57568E-01,-1.26289E+00,-1.17000E+00,3.81866E-01,3.90398E-01,-2.63054E-01,2.42133E-01,1.57942E-01,1.52336E-02,-1.65053E+00,-1.38356E+00,-2.51203E-01,-2.74811E-01,-1.01411E+00,-1.93718E-01,5.15152E-01,2013
Arkansas St.,SB,30,18,-8.74252E-01,-1.12919E+00,1.45427E-01,-1.36034E+00,-1.17000E+00,9.67110E-02,1.99678E+00,9.94619E-01,2.42133E-01,1.75380E+00,1.40297E-01,-1.03295E+00,-1.29312E+00,-1.27715E+00,-3.56929E-01,-7.23012E-01,-3.23329E-02,6.00000E-01,2013
Detroit,Horz,31,18,1.08036E+00,-1.00315E-01,8.62516E-01,2.96305E-01,1.07528E+00,-1.51917E+00,1.90753E+00,5.91215E-01,5.20356E-01,2.30481E-01,1.24664E-01,5.84512E-01,8.77507E-01,-2.51203E-01,9.56945E-01,8.61875E-01,5.54524E-01,5.80645E-01,2013
Gardner Webb,BSth,31,18,-1.01190E+00,-6.37785E-01,-3.41379E-01,-1.00303E+00,-6.17317E-01,1.04723E+00,2.08602E+00,1.51667E+00,4.89442E-01,-5.27108E-03,-3.99365E-04,-9.44725E-01,-4.48988E-01,-6.17613E-01,-5.62221E-01,-1.46694E+00,5.56956E-02,5.80645E-01,2013
Saint Joseph's,A10,32,18,5.84826E-01,-9.75624E-01,1.07322E+00,2.31339E-01,-1.37726E+00,1.65929E-03,-1.08212E+00,5.67485E-01,1.13863E+00,3.03020E-01,-1.72002E+00,2.61019E-01,-1.11224E+00,5.28345E-03,-1.21916E+00,-1.53163E+00,6.27881E-01,5.62500E-01,2013
UTEP,CUSA,32,18,-1.44713E-01,-1.00634E+00,6.28316E-01,2.31339E-01,-1.20454E+00,4.76918E-01,4.79641E-01,-3.10513E-01,1.07680E+00,1.46365E+00,-3.99365E-04,1.43386E-01,-1.32327E+00,3.35052E-01,-1.51636E-01,-2.04914E+00,2.61095E-01,5.62500E-01,2013
Wyoming,MWC,32,18,-4.75070E-01,-1.12919E+00,4.62262E-01,-1.25978E-01,-6.51860E-01,1.65929E-03,1.23821E+00,-1.33089E+00,5.82183E-01,9.55873E-01,-2.81792E-01,4.96287E-01,-3.28398E-01,-8.74100E-01,-8.49631E-01,-2.14618E+00,6.13209E-01,5.62500E-01,2013
FIU,SB,32,18,-5.85190E-01,-2.07809E-01,-3.08481E-01,-3.20877E-01,3.49879E-01,1.42743E+00,3.11232E+00,4.72566E-01,2.00421E+00,2.30481E-01,3.59158E-01,-2.38923E-01,9.67950E-01,-3.24485E-01,-8.49631E-01,5.06084E-01,-4.70043E-02,5.62500E-01,2013
Mount St. Mary's,NEC,32,18,-3.09892E-01,2.22167E-01,-3.75060E-01,1.98855E-01,1.93884E+00,-1.88444E-01,2.35375E+00,-1.68135E-01,1.35503E+00,-4.76776E-01,5.31120E-01,3.49245E-01,1.66134E+00,-1.41280E-01,1.94235E+00,-2.37843E-01,-1.76615E-02,5.62500E-01,2013
Illinois St.,MVC,33,18,7.08710E-01,-1.05241E+00,1.18053E+00,6.21138E-01,-5.82775E-01,1.65929E-03,1.05972E+00,4.54319E-02,5.82183E-01,-2.34059E-02,-1.25463E-01,7.60962E-01,-5.99726E-01,1.88488E-01,-3.97987E-01,8.61875E-01,3.49124E-01,5.45455E-01,2013
Texas A&M,SEC,33,18,-7.06413E-03,-9.44911E-01,6.81971E-01,-3.53361E-01,-8.93659E-01,1.09475E+00,1.46132E+00,1.32683E+00,1.23137E+00,-2.95428E-01,1.40297E-01,-5.91824E-01,-9.91645E-01,5.18257E-01,-3.56929E-01,-2.11383E+00,3.63795E-01,5.45455E-01,2013
Lafayette,Pat,33,18,1.03055E-01,2.52880E-01,-6.80158E-02,9.13488E-01,7.64391E-01,1.65929E-03,8.81236E-01,-9.98674E-01,9.53148E-01,-1.14776E+00,-5.16286E-01,1.43386E-01,5.76031E-01,1.54420E+00,8.33770E-01,-5.93634E-01,-1.05690E-01,5.45455E-01,2013
Washington,P12,34,18,4.60942E-01,-1.06776E+00,1.05089E+00,-5.48261E-01,-6.51860E-01,5.24443E-01,-1.00440E-01,1.89635E+00,5.51270E-01,-1.32215E-01,-3.91222E-01,-6.21233E-01,-6.90169E-01,4.19244E-02,-6.95187E-02,-6.58323E-01,6.71895E-01,5.29412E-01,2013
Florida St.,ACC,34,18,3.09528E-01,-4.22797E-01,5.48422E-01,3.95553E-03,-1.33719E-01,1.57001E+00,8.81236E-01,3.77648E-01,2.18970E+00,1.06468E+00,-3.99365E-04,-6.24730E-02,-6.60021E-01,2.25129E-01,9.98004E-01,-5.61289E-01,6.71895E-01,5.29412E-01,2013
Bradley,MVC,35,18,-4.83588E-02,-1.92453E-01,1.18795E-01,-5.15777E-01,3.15336E-01,-4.26073E-01,1.37207E+00,2.35269E-01,6.74925E-01,-8.39471E-01,7.77652E-02,-1.80107E-01,1.23817E-01,-8.37459E-01,4.23184E-01,-2.70187E-01,1.16813E-02,5.14286E-01,2013
Stanford,P12,34,19,8.18829E-01,-1.39024E+00,1.37360E+00,-7.75644E-01,-1.13546E+00,-6.63702E-01,2.56533E-01,6.62404E-01,-3.14314E-01,-2.04754E-01,-1.72362E-01,-1.41526E+00,-1.08209E+00,6.28180E-01,-4.39046E-01,1.50293E-01,7.89266E-01,5.58824E-01,2013
North Carolina Central,MEAC,28,19,-9.43077E-01,-1.03705E+00,1.26616E-02,-1.90944E-01,-1.54997E+00,2.04527E+00,1.90753E+00,3.06458E-01,4.89442E-01,1.98956E+00,6.24918E-01,-9.18814E-02,-1.08209E+00,-2.14562E-01,-1.62974E+00,-1.11115E+00,3.49124E-01,6.78571E-01,2013
Murray St.,OVC,29,19,-2.08290E-02,-1.77096E-01,1.34853E-01,8.16038E-01,-6.86403E-01,8.57124E-01,7.02749E-01,7.57322E-01,7.05838E-01,8.10794E-01,-2.03627E-01,9.08004E-01,-6.90169E-01,3.35052E-01,-3.56929E-01,-4.64255E-01,3.78467E-01,6.55172E-01,2013
East Carolina,CUSA,30,19,5.71061E-01,-5.42461E-02,4.90068E-01,4.91205E-01,-4.10061E-01,-2.35970E-01,7.80467E-02,-2.39324E-01,1.75690E+00,9.74007E-01,-2.03627E-01,5.25695E-01,-2.98250E-01,2.61770E-01,-2.74811E-01,3.12016E-01,3.49124E-01,6.33333E-01,2013
LSU,SEC,31,19,3.09528E-01,-8.83486E-01,8.62124E-01,-2.23428E-01,-1.06637E+00,8.57124E-01,1.32745E+00,1.20819E+00,1.63325E+00,-2.04754E-01,4.99854E-01,-6.50641E-01,-7.20317E-01,5.18257E-01,-1.17810E+00,5.06084E-01,7.45252E-01,6.12903E-01,2013
Bryant,NEC,31,19,6.12356E-01,7.44281E-01,-2.14109E-02,1.46570E+00,5.91677E-01,2.39288E-01,-4.57413E-01,2.82729E-01,5.66503E-02,4.48099E-01,-7.19514E-01,1.70203E+00,5.45883E-01,5.18257E-01,3.41067E-01,-3.99566E-01,1.73067E-01,6.12903E-01,2013
Wagner,NEC,31,19,-1.08073E+00,-7.91348E-01,-2.91641E-01,-7.75644E-01,-1.10092E+00,1.52249E+00,1.50594E+00,1.35056E+00,3.03960E-01,1.04655E+00,1.09391E+00,-4.74191E-01,-1.59460E+00,-9.10741E-01,2.58950E-01,-2.37843E-01,7.03670E-02,6.12903E-01,2013
Elon,SC,31,19,-8.19193E-01,-3.61372E-01,-3.81718E-01,-2.23428E-01,-1.13546E+00,-6.16177E-01,2.11911E-01,-6.90188E-01,1.80305E-01,-9.66415E-01,2.65360E-01,-3.27149E-01,-1.83578E+00,-6.79985E-02,9.98004E-01,-4.96600E-01,1.43724E-01,6.12903E-01,2013
Arkansas,SEC,32,19,2.95764E-01,-1.23668E+00,1.05833E+00,-4.83294E-01,-3.06433E-01,-1.13896E+00,2.66610E+00,5.67485E-01,1.23137E+00,1.03538E-01,1.50036E+00,2.61019E-01,-7.20317E-01,-1.53364E+00,6.28477E-01,1.12063E+00,7.59923E-01,5.93750E-01,2013
Houston,CUSA,32,19,3.92118E-01,4.37155E-01,2.83271E-02,4.58722E-01,-4.79147E-01,-1.88444E-01,-3.23548E-01,9.70890E-01,5.82183E-01,8.83333E-01,-1.72362E-01,3.49245E-01,-2.69215E-02,6.28180E-01,-1.05492E+00,8.61875E-01,1.16813E-02,5.93750E-01,2013
Niagara,MAAC,33,19,2.81999E-01,-8.49587E-02,3.10698E-01,-5.15777E-01,5.57135E-01,-1.09143E+00,1.72905E+00,7.57322E-01,1.07680E+00,6.29446E-01,9.06310E-01,-3.56557E-01,2.14259E-01,-5.44331E-01,8.74828E-01,5.38428E-01,9.97098E-02,5.75758E-01,2013
UT Arlington,WAC,33,19,-8.74252E-01,-9.90980E-01,2.59773E-02,-1.13296E+00,-1.48089E+00,1.61754E+00,1.86291E+00,1.63532E+00,4.89442E-01,3.39290E-01,1.42220E+00,-1.41526E+00,-1.50415E+00,5.28345E-03,-1.01387E+00,-2.70187E-01,1.43724E-01,5.75758E-01,2013
Delaware,CAA,33,19,-1.03418E-01,-1.00315E-01,1.38365E-02,-1.16544E+00,-1.23909E+00,1.65929E-03,-1.21598E+00,8.99701E-01,7.67666E-01,1.35484E+00,-2.81792E-01,-8.56500E-01,-1.53430E+00,-1.20387E+00,1.25984E-02,-7.61196E-02,2.17081E-01,5.75758E-01,2013
Providence,BE,34,19,5.02237E-01,-1.22132E+00,1.16094E+00,-1.29538E+00,-1.34271E+00,1.91763E-01,5.24263E-01,1.92008E+00,8.60407E-01,5.20638E-01,-2.81792E-01,-1.00354E+00,-7.20317E-01,-1.16723E+00,-1.91715E+00,-5.28944E-01,7.15909E-01,5.58824E-01,2013
Richmond,A10,34,19,8.32594E-01,-6.53141E-01,1.02661E+00,8.48521E-01,-3.40976E-01,-4.58665E-02,1.86291E+00,-5.47810E-01,1.94239E+00,1.57246E+00,1.28150E+00,8.45690E-02,-2.68102E-01,1.32436E+00,-1.92694E-01,-1.20818E+00,5.25181E-01,5.58824E-01,2013
Oral Roberts,Slnd,34,19,1.85644E-01,-1.61740E-01,2.76625E-01,3.95553E-03,-2.71890E-01,8.57124E-01,3.34250E-02,1.56413E+00,5.82183E-01,6.29446E-01,-1.14160E+00,5.51606E-02,-4.48988E-01,1.15206E-01,4.23184E-01,-4.64255E-01,-6.16757E-02,5.58824E-01,2013
Tulane,CUSA,34,19,3.64588E-01,1.14673E-01,2.29237E-01,-7.10677E-01,5.22592E-01,1.44237E-01,8.81236E-01,1.46921E+00,-5.61624E-01,2.20717E+00,-2.03627E-01,-1.15058E+00,9.07655E-01,2.98411E-01,-2.74811E-01,-8.20046E-01,-1.76615E-02,5.58824E-01,2013
Rider,MAAC,34,19,-9.56842E-01,-9.75624E-01,-5.23503E-02,-2.55911E-01,-1.58451E+00,2.18785E+00,1.01510E+00,3.06458E-01,7.05838E-01,8.83333E-01,5.46753E-01,-4.15374E-01,-8.10759E-01,1.15206E-01,-2.28668E+00,-4.31911E-01,-3.23329E-02,5.58824E-01,2013
UC Irvine,BW,35,19,-5.98955E-01,-8.06704E-01,1.18404E-01,-6.13227E-01,-2.03357E+00,-4.58665E-02,-1.03749E+00,2.58999E-01,5.20356E-01,-7.85067E-01,4.84221E-01,-5.03599E-01,-2.04681E+00,-5.07690E-01,-8.49631E-01,-4.64255E-01,-9.10186E-02,5.42857E-01,2013
Fairfield,MAAC,35,19,-1.08073E+00,-1.31346E+00,1.05480E-01,-7.10677E-01,-1.96448E+00,1.33238E+00,1.32745E+00,9.94619E-01,8.29493E-01,-1.02082E+00,1.68796E+00,-3.85965E-01,-1.83578E+00,-9.47381E-01,-9.72807E-01,-1.88742E+00,-1.20361E-01,5.42857E-01,2013
Connecticut,BE,30,20,7.63770E-01,-1.42096E+00,1.36460E+00,3.64388E-02,-1.65360E+00,-2.35970E-01,6.58128E-01,-1.91865E-01,2.00421E+00,4.29964E-01,-5.94450E-01,1.13977E-01,-1.47401E+00,-6.79985E-02,-1.17810E+00,-7.87701E-01,1.33211E+00,6.66667E-01,2013
Western Illinois,Sum,29,20,-1.21837E+00,-1.09847E+00,-1.68667E-01,5.56172E-01,-1.48089E+00,3.34340E-01,3.45776E-01,-1.09359E+00,-6.54365E-01,9.55873E-01,-1.01654E+00,-6.24730E-02,-1.83578E+00,1.65413E+00,-6.95187E-02,-3.14886E+00,4.51824E-01,6.89655E-01,2013
Lehigh,Pat,30,20,4.60942E-01,-4.22797E-01,6.64347E-01,1.01094E+00,-8.59116E-01,-1.09143E+00,7.91992E-01,-5.71540E-01,1.38594E+00,3.39290E-01,-9.69641E-01,2.02203E-01,-2.69215E-02,1.91061E+00,-1.87610E+00,-1.08464E-01,6.13209E-01,6.66667E-01,2013
Utah St.,WAC,30,20,4.60942E-01,-5.42461E-02,4.17615E-01,6.86105E-01,-7.90031E-01,1.04723E+00,-1.61757E+00,1.92008E+00,-7.78020E-01,1.08282E+00,-6.41349E-01,7.31554E-01,-9.91645E-01,4.08334E-01,-2.33753E-01,-1.91976E+00,4.95838E-01,6.66667E-01,2013
Tennessee,SEC,33,20,7.08710E-01,-9.90980E-01,1.14175E+00,-6.45711E-01,-1.34271E+00,6.67021E-01,-5.46656E-01,1.70651E+00,-2.21573E-01,1.39111E+00,-6.29311E-02,-2.68332E-01,-1.11224E+00,-9.47381E-01,-1.01387E+00,-1.36990E+00,9.79995E-01,6.06061E-01,2013
Northeastern,CAA,33,20,3.42305E-02,4.21799E-01,-2.45819E-01,3.61272E-01,7.29848E-01,5.24443E-01,1.63980E+00,4.96296E-01,1.91147E+00,7.74525E-01,-8.91476E-01,-2.38923E-01,1.23928E+00,1.06787E+00,-4.80104E-01,-1.24053E+00,1.14381E-01,6.06061E-01,2013
Northern Iowa,MVC,34,20,1.16820E-01,-1.31346E+00,9.92931E-01,3.93755E-01,-4.44604E-01,1.44237E-01,4.79641E-01,-1.11732E+00,-9.32589E-01,-2.41023E-01,-1.51679E+00,-1.50698E-01,-4.79136E-01,8.11385E-01,-1.10577E-01,-1.56397E+00,7.15909E-01,5.88235E-01,2013
Canisius,MAAC,34,20,8.18829E-01,1.76098E-01,5.11608E-01,9.13488E-01,1.08080E-01,4.29392E-01,5.24263E-01,1.30311E+00,1.10772E+00,-4.15407E-02,-3.75590E-01,-6.24730E-02,3.34850E-01,1.61749E+00,-3.15870E-01,-3.99566E-01,2.61095E-01,5.88235E-01,2013
Kent St.,MAC,34,20,4.74707E-01,-1.61740E-01,5.01426E-01,-3.53361E-01,-5.48232E-01,9.67110E-02,9.70479E-01,1.23192E+00,1.13863E+00,1.68126E+00,1.01574E+00,-8.27091E-01,6.35214E-02,5.91539E-01,-1.38339E+00,-2.70187E-01,1.14381E-01,5.88235E-01,2013
Evansville,MVC,35,20,2.26939E-01,-1.06776E+00,9.21261E-01,-4.50811E-01,2.11708E-01,-8.53806E-01,1.28283E+00,-2.02743E-03,-6.70046E-02,-6.21854E-01,-6.29311E-02,-9.15317E-01,1.23817E-01,9.21307E-01,3.41067E-01,-5.28944E-01,4.37152E-01,5.71429E-01,2013
Kentucky,SEC,33,21,9.01419E-01,-9.90980E-01,1.23731E+00,8.81005E-01,-2.13720E+00,3.34340E-01,-4.57413E-01,1.27938E+00,5.20356E-01,1.30043E+00,-7.19514E-01,1.11386E+00,-2.19755E+00,1.51847E-01,-8.08573E-01,-7.61196E-02,1.08269E+00,6.36364E-01,2013
Massachusetts,A10,33,21,4.88472E-01,-8.83486E-01,9.66691E-01,-1.25978E-01,-9.28202E-01,7.62073E-01,1.22668E-01,7.33593E-01,9.53148E-01,2.30481E-01,3.08665E-02,-6.24730E-02,-7.20317E-01,-2.14562E-01,-8.08573E-01,1.12063E+00,9.65323E-01,6.36364E-01,2013
Charlotte,A10,33,21,-4.61306E-01,-1.08312E+00,4.50904E-01,-9.05577E-01,-1.10092E+00,1.71259E+00,7.02749E-01,1.70651E+00,4.89442E-01,1.86261E+00,7.03082E-01,2.57522E-02,-1.20268E+00,-2.70615E+00,-4.39046E-01,2.09143E-02,8.77295E-01,6.36364E-01,2013
Vermont,AE,33,21,-1.86008E-01,-6.07073E-01,3.13439E-01,-4.18327E-01,-1.17000E+00,9.04650E-01,8.81236E-01,1.18446E+00,-2.21573E-01,1.86261E+00,-1.56729E-01,-1.21290E-01,-1.20268E+00,-7.27536E-01,-6.85397E-01,-1.75804E+00,2.31753E-01,6.36364E-01,2013
Norfolk St.,MEAC,33,21,-1.21837E+00,-8.52773E-01,-3.55870E-01,-1.19793E+00,-1.79177E+00,1.14228E+00,1.50594E+00,1.04208E+00,2.00421E+00,9.92142E-01,5.78019E-01,-1.15058E+00,-1.20268E+00,-6.17613E-01,-2.08139E+00,2.47327E-01,2.02410E-01,6.36364E-01,2013
Western Michigan,MAC,34,21,-4.61306E-01,-5.14935E-01,2.24525E-02,-5.48261E-01,-1.10092E+00,1.71259E+00,2.11911E-01,1.49294E+00,-1.28832E-01,2.04396E+00,1.09031E-01,-2.68332E-01,-1.47401E+00,-8.00818E-01,5.36570E-02,-5.61289E-01,2.17081E-01,6.17647E-01,2013
Denver,WAC,32,22,8.05065E-01,-1.28275E+00,1.33052E+00,2.05040E+00,-9.62744E-01,-4.58665E-02,3.38005E+00,-1.56819E+00,1.41685E+00,-6.03719E-01,9.68842E-01,2.05493E+00,-8.40907E-01,1.21444E+00,-5.21163E-01,-2.79307E+00,7.15909E-01,6.87500E-01,2013
Baylor,B12,36,22,1.27307E+00,-1.20597E+00,1.47151E+00,5.56172E-01,-1.51543E+00,-7.11228E-01,3.34250E-02,9.94619E-01,1.01498E+00,3.21155E-01,-2.34893E-01,5.84512E-01,-1.38356E+00,2.61770E-01,-8.90690E-01,-4.37750E-02,7.45252E-01,6.11111E-01,2013
North Dakota St.,Sum,32,22,-1.44713E-01,-1.37489E+00,8.71915E-01,9.45971E-01,-1.96448E+00,-2.83496E-01,-2.34305E-01,1.64080E-01,-1.36538E+00,-1.11149E+00,9.33982E-02,9.37413E-01,-2.10711E+00,5.91539E-01,-8.08573E-01,-2.24321E+00,5.83866E-01,6.87500E-01,2013
Mercer,ASun,34,22,-1.17183E-01,-6.99210E-01,4.31322E-01,1.33889E-01,-1.17000E+00,3.81866E-01,1.41669E+00,6.91616E-02,9.53148E-01,1.94212E-01,8.59411E-01,-2.09515E-01,-1.68504E+00,4.44975E-01,5.36570E-02,-1.59632E+00,2.90438E-01,6.47059E-01,2013
Alabama,SEC,35,22,-7.58886E-02,-2.06592E+00,1.29332E+00,-6.45711E-01,-1.51543E+00,5.71969E-01,1.77367E+00,6.38674E-01,1.04589E+00,-1.14080E-01,-3.28691E-01,-5.91824E-01,-1.23283E+00,-4.34408E-01,-1.26022E+00,-1.95211E+00,8.91966E-01,6.28571E-01,2013
Arizona St.,P12,35,22,5.98591E-01,-1.05241E+00,1.11904E+00,7.83555E-01,-1.27363E+00,-9.33924E-02,-2.34305E-01,-2.39324E-01,1.49391E-01,2.48616E-01,-1.28230E+00,9.96229E-01,-1.44386E+00,1.51847E-01,-2.74811E-01,-4.96600E-01,8.62623E-01,6.28571E-01,2013
Wright St.,Horz,35,22,-9.56842E-01,-1.77415E+00,5.68004E-01,-1.25978E-01,-1.13546E+00,7.62073E-01,2.53224E+00,-6.90188E-01,-1.28832E-01,-2.77293E-01,1.35966E+00,-2.09515E-01,-5.99726E-01,1.51847E-01,-1.58869E+00,-1.46694E+00,2.46424E-01,6.28571E-01,2013
George Mason,CAA,38,22,-1.03418E-01,-7.45279E-01,4.76361E-01,-4.50811E-01,-9.62744E-01,7.62073E-01,1.41669E+00,1.27938E+00,1.20046E+00,1.39807E-01,1.51599E+00,-5.91824E-01,-1.05194E+00,1.51847E-01,-4.39046E-01,-2.37843E-01,-3.23329E-02,5.78947E-01,2013
Virginia,ACC,35,23,5.84826E-01,-1.97378E+00,1.51068E+00,5.56172E-01,-2.06811E+00,-2.35970E-01,1.01510E+00,-2.39324E-01,-4.99797E-01,-5.31180E-01,-4.69387E-01,-6.24730E-02,-1.98652E+00,1.58084E+00,-1.30128E+00,-2.27555E+00,8.91966E-01,6.57143E-01,2013
Stephen F. Austin,Slnd,28,23,-7.09074E-01,-2.21948E+00,1.03444E+00,1.98855E-01,-2.72442E+00,8.57124E-01,1.77367E+00,1.13700E+00,-1.11807E+00,1.06468E+00,1.09031E-01,5.25695E-01,-2.37844E+00,-5.07690E-01,-1.91715E+00,-2.24321E+00,1.03868E+00,8.21429E-01,2013
Eastern Kentucky,OVC,33,23,7.22475E-01,8.39605E-02,5.09650E-01,1.33577E+00,3.84421E-01,-3.78547E-01,3.06769E+00,-3.34243E-01,2.62249E+00,4.91333E-02,1.39093E+00,1.84907E+00,1.20913E+00,2.98411E-01,-1.17810E+00,-8.52391E-01,5.25181E-01,6.96970E-01,2013
BYU,WCC,35,23,8.18829E-01,-1.12919E+00,1.26277E+00,1.01405E-01,-6.86403E-01,-8.06280E-01,3.01155E-01,8.28511E-01,-5.61624E-01,2.66751E-01,4.37322E-01,3.19836E-01,-6.60021E-01,-2.51203E-01,-4.39046E-01,1.18532E+00,7.45252E-01,6.57143E-01,2013
Loyola MD,MAAC,35,23,-1.17183E-01,-7.14567E-01,4.48554E-01,-9.70544E-01,-1.48089E+00,-1.40918E-01,1.01510E+00,1.84889E+00,1.97330E+00,1.17349E+00,1.18770E+00,-4.44782E-01,-9.31350E-01,-1.57028E+00,-1.79398E+00,-1.30522E+00,3.93138E-01,6.57143E-01,2013
Iowa,B10,37,24,8.18829E-01,-1.94307E+00,1.57373E+00,-1.13296E+00,-2.10265E+00,-4.58665E-02,4.79641E-01,1.73024E+00,3.96701E-01,1.13722E+00,-5.63185E-01,-5.91824E-01,-1.68504E+00,-1.57028E+00,-1.91715E+00,-1.14303E-02,1.12671E+00,6.48649E-01,2013
Stony Brook,AE,32,24,1.58115E-01,-1.52845E+00,1.13901E+00,-9.34944E-02,-2.06811E+00,-1.88444E-01,8.36614E-01,6.14944E-01,-6.54365E-01,5.75042E-01,-1.26667E+00,-2.97740E-01,-2.07696E+00,4.44975E-01,-1.30128E+00,-1.11115E+00,8.18609E-01,7.50000E-01,2013
Ohio,MAC,34,24,2.54469E-01,-1.19061E+00,1.00664E+00,1.20584E+00,-8.93659E-01,-9.33924E-02,3.06769E+00,-4.52891E-01,1.50959E+00,-5.85584E-01,1.73486E+00,1.52558E+00,-8.40907E-01,3.35052E-01,-5.21163E-01,5.32589E-02,7.45252E-01,7.05882E-01,2013
College of Charleston,SC,34,24,-2.41067E-01,-6.83854E-01,3.24014E-01,1.01405E-01,-1.75723E+00,9.04650E-01,-1.39447E+00,9.47160E-01,-7.16193E-01,7.20120E-01,-1.23540E+00,8.45690E-02,-1.29312E+00,1.15206E-01,-1.79398E+00,-1.07880E+00,5.54524E-01,7.05882E-01,2013
Robert Morris,NEC,35,24,8.92901E-02,-4.99579E-01,4.42680E-01,3.61272E-01,1.77165E-01,2.39288E-01,2.66610E+00,4.01377E-01,9.22234E-01,4.48099E-01,1.75049E+00,-7.09458E-01,5.45883E-01,1.43428E+00,-4.80104E-01,-9.49425E-01,2.46424E-01,6.85714E-01,2013
Santa Clara,WCC,36,24,7.77535E-01,-7.60636E-01,1.06186E+00,2.63822E-01,-8.93659E-01,-1.88444E-01,1.10434E+00,8.28511E-01,1.20046E+00,4.48099E-01,1.12517E+00,-6.24730E-02,-1.05194E+00,5.91539E-01,-2.84601E-02,2.47327E-01,6.27881E-01,6.66667E-01,2013
Maryland,ACC,38,25,4.05883E-01,-1.60523E+00,1.29763E+00,5.56172E-01,-2.24082E+00,1.66506E+00,-1.30522E+00,1.80143E+00,-4.99797E-01,-5.27108E-03,-7.97678E-01,8.19779E-01,-1.98652E+00,-1.04639E-01,-1.67080E+00,-1.73153E-01,9.21309E-01,6.57895E-01,2013
