TEAM,CONF,G,W,ADJOE,ADJDE,BARTHAG,EFG_O,EFG_D,TOR,TORD,ORB,DRB,FTR,FTRD,2P_O,2P_D,3P_O,3P_D,ADJ_T,WAB,WR,YEAR
Southern Miss,CUSA,35,25,8.60124E-01,-1.02169E+00,1.23026E+00,1.04342E+00,-5.48232E-01,1.57001E+00,2.53224E+00,2.06246E+00,6.74925E-01,3.57425E-01,9.06310E-01,7.90371E-01,-4.48988E-01,1.17779E+00,-6.03280E-01,-9.49425E-01,1.02401E+00,7.14286E-01,2013
Louisiana Tech,WAC,33,26,-5.85190E-01,-1.62059E+00,7.31317E-01,-1.10048E+00,-1.72268E+00,-4.73599E-01,2.66610E+00,1.06581E+00,1.26229E+00,1.76077E-01,2.18462E-01,-1.00354E+00,-1.20268E+00,-8.37459E-01,-1.95821E+00,8.61875E-01,9.65323E-01,7.87879E-01,2013
Weber St.,BSky,35,28,5.71061E-01,-8.68130E-01,1.00272E+00,1.98544E+00,-1.96448E+00,1.65929E-03,-9.03629E-01,6.91616E-02,-1.30355E+00,9.19603E-01,-1.87994E-01,1.34913E+00,-1.38356E+00,2.35030E+00,-2.24562E+00,-8.20046E-01,7.15909E-01,8.00000E-01,2013
Maryland Eastern Shore,MEAC,28,2,-2.47098E+00,1.20497E+00,-1.75637E+00,-3.27686E+00,1.24799E+00,2.28290E+00,1.23821E+00,1.32683E+00,1.38594E+00,1.39807E-01,-2.50526E-01,-2.88568E+00,1.23928E+00,-2.55958E+00,7.92711E-01,-9.49425E-01,-2.01297E+00,7.14286E-02,2013
Binghamton,AE,29,2,-2.47098E+00,6.98212E-01,-1.68744E+00,-2.62719E+00,4.53507E-01,2.14032E+00,-8.14386E-01,-6.66459E-01,2.42133E-01,-1.68484E-01,-5.31919E-01,-2.29751E+00,1.53964E-01,-2.04661E+00,6.28477E-01,-4.31911E-01,-2.07166E+00,6.89655E-02,2013
Kennesaw St.,ASun,30,3,-1.75521E+00,1.05141E+00,-1.56525E+00,-1.68518E+00,1.86976E+00,1.09475E+00,1.19359E+00,3.30188E-01,1.10772E+00,5.20638E-01,2.00061E+00,-1.38585E+00,1.63120E+00,-1.42371E+00,1.57282E+00,-1.07880E+00,-2.11567E+00,1.00000E-01,2013
Lamar,Slnd,31,3,-2.73251E+00,1.08212E+00,-1.78417E+00,-2.43229E+00,7.35368E-02,3.23342E+00,-1.17136E+00,7.33593E-01,1.50959E+00,-5.49315E-01,-9.07109E-01,-2.09165E+00,-1.17364E-01,-1.42371E+00,5.87418E-01,8.29530E-01,-2.02765E+00,9.67742E-02,2013
New Orleans,ind,22,4,-2.27827E+00,1.37389E+00,-1.74305E+00,-1.62021E+00,1.35162E+00,2.71063E+00,1.14897E+00,-4.52891E-01,2.18970E+00,7.74525E-01,1.04701E+00,-8.85908E-01,1.02825E+00,-2.59622E+00,1.53177E+00,1.08829E+00,-1.07400E+00,1.81818E-01,2013
Louisiana Monroe,SB,27,4,-1.68638E+00,9.59269E-01,-1.51982E+00,-4.83294E-01,1.17890E+00,2.56805E+00,1.46132E+00,-4.76621E-01,1.41685E+00,-5.49315E-01,7.49981E-01,-7.38866E-01,1.14884E+00,2.25129E-01,7.51652E-01,-5.28944E-01,-1.52882E+00,1.48148E-01,2013
UC Riverside,BW,28,4,-2.16815E+00,-2.38522E-01,-1.34476E+00,-1.49028E+00,1.42622E-01,1.85517E+00,-2.34305E-01,3.30188E-01,-6.54365E-01,-3.67967E-01,-3.28691E-01,-8.27091E-01,-5.39431E-01,-2.00997E+00,1.03906E+00,-1.49928E+00,-1.79290E+00,1.42857E-01,2013
South Carolina St.,MEAC,28,4,-1.75521E+00,1.28175E+00,-1.61577E+00,-2.49726E+00,-6.46340E-02,1.95022E+00,-1.11966E-02,1.49294E+00,2.46792E+00,-1.31098E+00,2.49727E-01,-1.94461E+00,3.33737E-02,-2.44966E+00,-1.92694E-01,-7.23012E-01,-1.71955E+00,1.42857E-01,2013
Rice,CUSA,29,4,-1.10826E+00,1.15890E+00,-1.35494E+00,-9.70544E-01,1.80067E+00,-9.48857E-01,1.05972E+00,-2.39873E+00,2.18970E+00,-1.14776E+00,1.85992E+00,-1.35644E+00,1.87238E+00,-2.87844E-01,9.56945E-01,-1.59632E+00,-1.66086E+00,1.37931E-01,2013
Northern Illinois,MAC,29,4,-2.67745E+00,-3.15303E-01,-1.53196E+00,-3.30934E+00,4.45143E-03,2.18785E+00,1.68442E+00,9.23430E-01,2.57366E-02,2.30481E-01,2.67283E+00,-3.03272E+00,6.35214E-02,-2.33974E+00,-1.10577E-01,-1.69335E+00,-1.77823E+00,1.37931E-01,2013
IUPUI,Sum,30,4,-1.06696E+00,1.92672E+00,-1.55350E+00,1.98855E-01,2.00793E+00,4.91851E-02,-7.69764E-01,-1.71056E+00,1.29320E+00,-1.87315E+00,-5.00653E-01,-1.50698E-01,1.57090E+00,7.01462E-01,1.98341E+00,-4.96600E-01,-1.82225E+00,1.33333E-01,2013
Texas A&M Corpus Chris,Slnd,28,5,-1.17708E+00,1.00534E+00,-1.32909E+00,-1.45779E+00,3.15336E-01,4.91851E-02,2.11911E-01,1.16621E-01,1.57142E+00,-4.22371E-01,1.96935E+00,-1.15058E+00,3.22613E-03,-1.35043E+00,7.51652E-01,-1.69335E+00,-1.45546E+00,1.78571E-01,2013
Mississippi Valley St.,SWAC,28,5,-1.97544E+00,1.25104E+00,-1.66237E+00,-2.49726E+00,4.88049E-01,1.33238E+00,1.59518E+00,5.43755E-01,2.46792E+00,9.01468E-01,1.29713E+00,-2.53278E+00,4.85588E-01,-1.42371E+00,4.23184E-01,9.26564E-01,-1.57283E+00,1.78571E-01,2013
Idaho St.,BSky,29,5,-1.74144E+00,5.90718E-01,-1.43522E+00,-1.19793E+00,6.95306E-01,3.81866E-01,9.70479E-01,-1.14105E+00,1.47868E+00,5.38773E-01,-3.16652E-02,-1.00354E+00,1.23817E-01,-1.02066E+00,1.24436E+00,-2.40493E+00,-1.74889E+00,1.72414E-01,2013
St. Francis PA,NEC,29,5,-1.52120E+00,1.23568E+00,-1.53078E+00,-5.48261E-01,1.00619E+00,1.57001E+00,2.11911E-01,-4.05432E-01,1.60234E+00,-5.31180E-01,7.96880E-01,-1.00354E+00,6.36326E-01,2.25129E-01,1.28541E+00,-1.40225E+00,-1.70487E+00,1.72414E-01,2013
Presbyterian,BSth,29,5,-1.35602E+00,2.04957E+00,-1.65337E+00,-3.20877E-01,1.28253E+00,9.99702E-01,-9.92872E-01,-1.56819E+00,1.78782E+00,-1.47419E+00,-1.60323E-02,-5.03599E-01,5.45883E-01,1.15206E-01,2.06553E+00,-1.75804E+00,-1.66086E+00,1.72414E-01,2013
Furman,SC,29,5,-1.75521E+00,1.58888E+00,-1.66629E+00,-1.32786E+00,8.68019E-01,1.90269E+00,-6.35899E-01,-2.15595E-01,1.23137E+00,1.39807E-01,-8.75843E-01,-1.50348E+00,3.04702E-01,-5.80972E-01,1.73706E+00,-9.17080E-01,-1.82225E+00,1.72414E-01,2013
Old Dominion,CAA,30,5,-7.50368E-01,5.29293E-01,-8.81447E-01,-1.62021E+00,7.64391E-01,9.52176E-01,7.91992E-01,2.25229E+00,1.10772E+00,1.28637E-02,6.87449E-01,-7.38866E-01,-1.47512E-01,-2.52294E+00,1.94235E+00,-3.02532E-01,-1.82225E+00,1.66667E-01,2013
Portland St.,BSky,26,6,-3.37422E-01,2.23384E+00,-1.37491E+00,-6.10111E-02,1.31707E+00,-2.35970E-01,-6.35899E-01,4.25107E-01,1.01498E+00,-4.76776E-01,-2.34893E-01,-4.44782E-01,1.23928E+00,1.10451E+00,1.03906E+00,-8.84735E-01,-1.25006E+00,2.30769E-01,2013
The Citadel,SC,28,6,-8.88017E-01,2.38740E+00,-1.59501E+00,1.98855E-01,1.69704E+00,2.47300E+00,-2.78926E-01,3.77648E-01,2.06604E+00,5.93177E-01,-9.38375E-01,-6.24730E-02,1.29957E+00,6.28180E-01,1.57282E+00,-7.55357E-01,-1.52882E+00,2.14286E-01,2013
Austin Peay,OVC,29,6,-8.88017E-01,1.08212E+00,-1.21826E+00,5.88655E-01,6.60763E-01,2.14032E+00,-2.34305E-01,-9.69462E-02,1.78782E+00,5.20638E-01,-8.60210E-01,-9.18814E-02,7.56916E-01,1.43428E+00,2.17891E-01,4.73739E-01,-1.60217E+00,2.06897E-01,2013
Florida A&M,MEAC,29,6,-2.00297E+00,5.13937E-01,-1.51277E+00,-2.23739E+00,1.42622E-01,1.80764E+00,1.81829E+00,5.43755E-01,2.43701E+00,-3.31697E-01,1.15644E+00,-2.12106E+00,3.22613E-03,-1.42371E+00,4.23184E-01,6.03118E-01,-1.58750E+00,2.06897E-01,2013
Howard,MEAC,29,6,-3.02158E+00,-3.15303E-01,-1.64122E+00,-3.47176E+00,-9.62744E-01,2.47300E+00,1.90753E+00,1.37429E+00,1.47868E+00,-7.78102E-02,3.43525E-01,-2.70923E+00,-1.05194E+00,-3.40233E+00,-4.39046E-01,-1.72570E+00,-1.48480E+00,2.06897E-01,2013
Fordham,A10,30,6,-6.26484E-01,3.91086E-01,-7.16176E-01,-1.58773E+00,3.49879E-01,1.99774E+00,-1.03749E+00,1.61159E+00,9.22234E-01,-3.49832E-01,1.60979E+00,-1.44467E+00,2.14259E-01,-1.05730E+00,5.05301E-01,3.44361E-01,-8.24589E-01,2.00000E-01,2013
Milwaukee,Horz,30,6,-1.30096E+00,5.13937E-01,-1.20220E+00,-1.71766E+00,1.42622E-01,1.33238E+00,-4.57413E-01,-7.32165E-02,1.69508E+00,2.84886E-01,-7.19514E-01,-1.65053E+00,5.45883E-01,-1.24051E+00,-6.85397E-01,-5.93634E-01,-1.44079E+00,2.00000E-01,2013
Hofstra,CAA,31,6,-2.07180E+00,-4.84222E-01,-1.19476E+00,-2.56223E+00,-4.10061E-01,1.66506E+00,8.81236E-01,1.18446E+00,1.66416E+00,8.65199E-01,2.96626E-01,-2.20929E+00,2.14259E-01,-2.00997E+00,-1.38339E+00,-9.17080E-01,-1.77823E+00,1.93548E-01,2013
Longwood,BSth,31,6,-1.32849E+00,1.69637E+00,-1.57856E+00,-5.15777E-01,1.48979E+00,1.90269E+00,-1.00440E-01,-1.20676E-01,1.57142E+00,-7.30663E-01,-1.60323E-02,-2.38923E-01,1.14884E+00,-7.64177E-01,1.61388E+00,9.58909E-01,-1.74889E+00,1.93548E-01,2013
SIU Edwardsville,OVC,25,7,-1.75521E+00,4.98580E-01,-1.41094E+00,-7.10677E-01,5.22592E-01,1.42743E+00,1.10434E+00,-1.91865E-01,7.67666E-01,-3.13562E-01,3.27892E-01,-1.32703E+00,9.98097E-01,8.11385E-01,-5.62221E-01,-4.96600E-01,-9.12618E-01,2.80000E-01,2013
Tennessee Martin,OVC,28,7,-1.54873E+00,1.49674E+00,-1.59775E+00,-2.13994E+00,1.17890E+00,1.14228E+00,3.01155E-01,7.09863E-01,9.84062E-01,5.75042E-01,1.57853E+00,-2.41515E+00,1.20913E+00,-5.44331E-01,6.28477E-01,2.14982E-01,-1.23539E+00,2.50000E-01,2013
Seattle,WAC,29,7,-1.46614E+00,-9.29555E-01,-5.08608E-01,-9.05577E-01,-1.17000E+00,3.23342E+00,5.24263E-01,1.75397E+00,1.18478E-01,-1.03895E+00,1.23460E+00,-7.68275E-01,-1.02179E+00,-7.27536E-01,-9.31748E-01,7.64841E-01,-1.26473E+00,2.41379E-01,2013
UNC Greensboro,SC,29,7,-9.70607E-01,4.98580E-01,-1.01186E+00,-9.38060E-01,3.89941E-02,-4.26073E-01,2.56533E-01,-2.57571E-02,-4.37969E-01,-1.50349E-01,2.67283E+00,-1.20940E+00,-3.28398E-01,-1.41280E-01,7.51652E-01,1.31470E+00,-1.52882E+00,2.41379E-01,2013
Chicago St.,GWC,29,7,-1.72768E+00,-1.61740E-01,-1.14502E+00,-1.78263E+00,1.42622E-01,1.18981E+00,2.17526E+00,1.87810E-01,1.35503E+00,-1.80062E+00,2.07878E+00,-2.12106E+00,-2.07807E-01,-5.80972E-01,6.69535E-01,-2.05498E-01,-1.19137E+00,2.41379E-01,2013
UMBC,AE,30,7,-1.14955E+00,6.52143E-01,-1.18732E+00,-1.06799E+00,3.84421E-01,1.23733E+00,7.02749E-01,-1.44406E-01,1.04589E+00,-8.03202E-01,1.43783E+00,-1.44467E+00,1.35987E+00,-1.04639E-01,-1.42445E+00,-1.14303E-02,-1.47013E+00,2.33333E-01,2013
Navy,Pat,30,7,-2.12686E+00,-5.42461E-02,-1.38979E+00,-1.88008E+00,-1.68262E-01,-9.33924E-02,1.32745E+00,-8.32566E-01,1.38594E+00,-1.20217E+00,5.62386E-01,-2.03284E+00,4.25293E-01,-7.64177E-01,-1.01387E+00,-2.17852E+00,-1.55816E+00,2.33333E-01,2013
Coppin St.,MEAC,31,7,-1.52120E+00,5.13937E-01,-1.31538E+00,-2.36733E+00,4.45143E-03,1.09475E+00,2.08602E+00,-7.32165E-02,2.99345E+00,-6.03719E-01,3.59158E-01,-2.79745E+00,1.23928E+00,-1.09395E+00,-1.95821E+00,3.12016E-01,-1.52882E+00,2.25806E-01,2013
UMKC,Sum,31,7,-1.59003E+00,4.98580E-01,-1.33927E+00,-8.08127E-01,1.52433E+00,2.04527E+00,3.01155E-01,-4.94868E-02,3.03960E-01,-7.66932E-01,1.17207E+00,-9.44725E-01,8.17212E-01,-2.51203E-01,2.35294E+00,-8.84735E-01,-1.47013E+00,2.25806E-01,2013
Fairleigh Dickinson,NEC,31,7,-1.52120E+00,1.48138E+00,-1.58757E+00,-3.20877E-01,8.68019E-01,1.80764E+00,-5.02034E-01,-7.37648E-01,2.77706E+00,1.21672E-01,1.40297E-01,-5.62416E-01,7.26769E-01,2.98411E-01,7.92711E-01,3.12016E-01,-1.61685E+00,2.25806E-01,2013
Dartmouth,Ivy,27,8,-1.10826E+00,3.29661E-01,-1.01108E+00,-1.42531E+00,2.11708E-01,8.57124E-01,1.05972E+00,-2.15595E-01,4.27615E-01,-2.04754E-01,1.29713E+00,-1.65053E+00,6.35214E-02,-3.24485E-01,4.64243E-01,-1.01411E+00,-9.56632E-01,2.96296E-01,2013
New Hampshire,AE,28,8,-1.68638E+00,-4.38153E-01,-9.81315E-01,-1.94504E+00,-1.48089E+00,-4.58665E-02,7.80467E-02,-2.86784E-01,3.03960E-01,3.09985E-02,2.34094E-01,-1.82698E+00,-5.39431E-01,-1.35043E+00,-2.65621E+00,-1.11115E+00,-1.08867E+00,2.85714E-01,2013
South Dakota,Sum,28,8,-2.41067E-01,1.37389E+00,-9.93848E-01,2.96305E-01,1.10982E+00,-3.78547E-01,-1.30522E+00,-1.21224E+00,7.36752E-01,5.20638E-01,-1.37610E+00,-2.68332E-01,6.06178E-01,1.06787E+00,1.49071E+00,2.09143E-02,-9.56632E-01,2.85714E-01,2013
San Jose St.,WAC,28,8,-2.07180E+00,-1.15671E-01,-1.34319E+00,-2.85458E+00,-4.79147E-01,7.14547E-01,1.67290E-01,9.47160E-01,7.36752E-01,3.93694E-01,-9.41969E-02,-2.65041E+00,-3.58545E-01,-1.93669E+00,-3.56929E-01,-1.73153E-01,-1.00065E+00,2.85714E-01,2013
Rhode Island,A10,29,8,-4.47541E-01,-5.76360E-01,8.70728E-02,-1.26289E+00,-4.79147E-01,4.91851E-02,4.35020E-01,-2.15595E-01,1.84965E+00,2.48616E-01,8.12513E-01,-1.32703E+00,-5.39431E-01,-7.27536E-01,-6.95187E-02,-1.46694E+00,-5.89847E-01,2.75862E-01,2013
Duquesne,A10,30,8,-5.85190E-01,2.22167E-01,-5.80278E-01,-6.45711E-01,4.88049E-01,9.99702E-01,-5.91277E-01,3.77648E-01,1.13863E+00,-5.13045E-01,-3.13058E-01,-9.44725E-01,-1.77660E-01,-1.41280E-01,1.44965E+00,5.06084E-01,-7.21889E-01,2.66667E-01,2013
Miami OH,MAC,30,8,-8.32958E-01,5.32479E-02,-6.69963E-01,-5.48261E-01,1.35162E+00,1.52249E+00,1.99678E+00,-4.29162E-01,1.41685E+00,2.66751E-01,4.37322E-01,-3.27149E-01,1.02825E+00,-6.54254E-01,1.28541E+00,-6.25978E-01,-1.01532E+00,2.66667E-01,2013
Siena,MAAC,32,8,-1.24590E+00,4.52512E-01,-1.14267E+00,-1.23041E+00,-4.79147E-01,2.37795E+00,-7.25142E-01,8.75971E-01,1.54051E+00,6.47581E-01,-1.11034E+00,-1.56230E+00,-3.28398E-01,-1.77921E-01,-5.21163E-01,-1.17584E+00,-1.58750E+00,2.50000E-01,2013
Fresno St.,MWC,28,9,-6.95309E-01,-1.62059E+00,6.52206E-01,-2.07498E+00,-1.61906E+00,-9.33924E-02,7.02749E-01,-2.57571E-02,1.66416E+00,5.02503E-01,1.92245E+00,-2.70923E+00,-7.80612E-01,-1.77921E-01,-2.57409E+00,-1.79039E+00,-1.79047E-01,3.21429E-01,2013
UC Santa Barbara,BW,29,9,-1.12202E+00,-2.38522E-01,-6.91112E-01,-3.53361E-01,-3.40976E-01,1.76012E+00,-2.34305E-01,4.01377E-01,8.29493E-01,-8.03202E-01,5.31120E-01,-6.50641E-01,-1.20268E+00,5.28345E-03,1.20330E+00,-1.20818E+00,-8.39261E-01,3.10345E-01,2013
UNC Wilmington,CAA,29,9,-9.98136E-01,5.29293E-01,-1.03889E+00,-1.06799E+00,3.89941E-02,1.28486E+00,-5.02034E-01,5.20026E-01,1.01498E+00,3.93694E-01,4.99854E-01,-1.17999E+00,3.04702E-01,-2.51203E-01,-4.39046E-01,-3.34877E-01,-1.01532E+00,3.10345E-01,2013
Sacred Heart,NEC,29,9,-6.95309E-01,1.06676E+00,-1.11486E+00,-2.85278E-02,3.84421E-01,1.52249E+00,-2.34305E-01,9.23430E-01,1.88056E+00,-4.22371E-01,5.31120E-01,-2.09515E-01,-5.70691E-02,3.71693E-01,1.12118E+00,2.14982E-01,-1.02999E+00,3.10345E-01,2013
Southern Utah,BSky,29,9,-1.67262E+00,2.22167E-01,-1.28092E+00,-1.78263E+00,-5.13689E-01,1.52249E+00,-6.35899E-01,6.38674E-01,-5.30710E-01,4.11829E-01,3.47011E+00,-1.82698E+00,-6.60021E-01,-7.27536E-01,3.00008E-01,6.35462E-01,-1.19137E+00,3.10345E-01,2013
Alabama A&M,SWAC,29,9,-1.92038E+00,1.22033E+00,-1.64514E+00,-1.97753E+00,-9.91767E-02,1.09475E+00,-5.46656E-01,5.91215E-01,7.36752E-01,4.29964E-01,1.87196E-01,-1.53289E+00,-1.47512E-01,-1.93669E+00,2.17891E-01,-5.28944E-01,-1.23539E+00,3.10345E-01,2013
Portland,WCC,30,9,-1.32849E+00,-3.15303E-01,-8.06645E-01,-1.91256E+00,-1.68262E-01,2.18785E+00,-3.23548E-01,1.04208E+00,4.58529E-01,2.84886E-01,1.55930E-01,-1.73875E+00,-4.79136E-01,-1.16723E+00,5.46360E-01,-7.55357E-01,-6.04518E-01,3.00000E-01,2013
Saint Peter's,MAAC,30,9,-1.52120E+00,-1.00315E-01,-1.05024E+00,-1.32786E+00,4.45143E-03,6.19495E-01,1.50594E+00,2.35269E-01,9.22234E-01,-7.66932E-01,1.07827E+00,-1.47408E+00,-8.72167E-02,-2.14562E-01,2.58950E-01,-1.30522E+00,-1.20605E+00,3.00000E-01,2013
Nicholls St.,Slnd,30,9,-8.32958E-01,9.89982E-01,-1.15207E+00,-3.85844E-01,6.95306E-01,7.14547E-01,1.01510E+00,1.87810E-01,1.72599E+00,9.92142E-01,7.03082E-01,2.90428E-01,5.45883E-01,-1.35043E+00,8.74828E-01,-1.73153E-01,-1.14736E+00,3.00000E-01,2013
Missouri St.,MVC,31,9,-4.33776E-01,-6.96024E-02,-2.76367E-01,-1.62021E+00,6.26220E-01,-9.01332E-01,3.90398E-01,-8.32566E-01,6.74925E-01,-2.34059E-02,4.84221E-01,-9.74133E-01,9.67950E-01,-1.97333E+00,-1.92694E-01,-2.17852E+00,-6.63204E-01,2.90323E-01,2013
Penn,Ivy,31,9,-1.35602E+00,-4.53510E-01,-7.32233E-01,-7.10677E-01,-7.90031E-01,2.28290E+00,1.23821E+00,-5.95270E-01,1.04589E+00,-2.34059E-02,1.57853E+00,-8.85908E-01,-1.05194E+00,4.19244E-02,1.25984E-02,2.14982E-01,-1.10335E+00,2.90323E-01,2013
East Tennessee St.,ASun,31,9,-1.45238E+00,9.59269E-01,-1.43522E+00,-1.36034E+00,1.38616E+00,6.19495E-01,1.10434E+00,-5.24080E-01,1.84965E+00,-5.31180E-01,-2.03627E-01,-1.44467E+00,1.05839E+00,-6.90895E-01,1.16224E+00,-8.20046E-01,-1.16203E+00,2.90323E-01,2013
Alabama St.,SWAC,31,9,-1.65885E+00,1.06676E+00,-1.53431E+00,-1.55524E+00,-2.37348E-01,1.57001E+00,3.90398E-01,9.70890E-01,1.54051E+00,-4.22371E-01,4.99854E-01,-1.26822E+00,-5.09283E-01,-1.31379E+00,3.41067E-01,-2.37843E-01,-1.41145E+00,2.90323E-01,2013
Auburn,SEC,32,9,-8.46723E-01,-5.76360E-01,-2.51694E-01,-1.26289E+00,-1.33719E-01,4.76918E-01,5.24263E-01,-2.57571E-02,1.18478E-01,1.39807E-01,1.28150E+00,-1.00354E+00,-2.98250E-01,-1.13059E+00,5.36570E-02,-2.05498E-01,-8.53932E-01,2.81250E-01,2013
Alcorn St.,SWAC,32,9,-2.44345E+00,-2.99947E-01,-1.45167E+00,-2.46478E+00,-1.96448E+00,1.66506E+00,2.11911E-01,-2.02743E-03,2.00421E+00,6.47581E-01,1.90682E+00,-2.20929E+00,-1.65489E+00,-1.79012E+00,-1.58869E+00,-1.14303E-02,-1.33809E+00,2.81250E-01,2013
Columbia,Ivy,26,10,-6.12719E-01,-1.92453E-01,-3.40596E-01,-7.43160E-01,-2.71890E-01,-4.26073E-01,6.58128E-01,-7.32165E-02,-7.78020E-01,-1.50349E-01,1.18770E+00,-1.35644E+00,-8.40907E-01,4.44975E-01,1.20330E+00,-1.95211E+00,-6.04518E-01,3.84615E-01,2013
Cal St. Bakersfield,ind,26,10,-1.03943E+00,-8.17724E-03,-7.79622E-01,-1.00303E+00,4.88049E-01,9.52176E-01,1.46132E+00,1.87810E-01,2.11219E-01,1.57942E-01,2.75100E+00,-1.29763E+00,6.06178E-01,-1.77921E-01,9.47156E-02,-3.99566E-01,-4.13790E-01,3.84615E-01,2013
Tennessee Tech,OVC,27,10,-1.16332E+00,3.14305E-01,-1.03379E+00,-9.70544E-01,3.84421E-01,2.61558E+00,1.28283E+00,1.42175E+00,1.57142E+00,6.65716E-01,1.71922E+00,-5.33007E-01,5.76031E-01,-1.24051E+00,-1.10577E-01,-6.90668E-01,-7.21889E-01,3.70370E-01,2013
Pepperdine,WCC,28,10,-7.64133E-01,-2.07809E-01,-4.49471E-01,-4.18327E-01,-6.86403E-01,2.04527E+00,-3.23548E-01,7.33593E-01,1.16954E+00,-4.15407E-02,-2.50526E-01,-6.80049E-01,-1.14238E+00,4.08334E-01,4.23184E-01,-1.27287E+00,-4.57804E-01,3.57143E-01,2013
Utah Valley,GWC,28,10,-9.29312E-01,1.15890E+00,-1.27191E+00,-9.34944E-02,1.42622E-01,9.67110E-02,-5.91277E-01,-8.56296E-01,1.80305E-01,-7.30663E-01,-1.15724E+00,3.49245E-01,2.14259E-01,-7.64177E-01,1.25984E-02,-1.04646E+00,-9.85975E-01,3.57143E-01,2013
Maine,AE,29,10,-1.01190E+00,6.86042E-02,-7.98420E-01,-8.40610E-01,-6.51860E-01,1.42743E+00,-6.35899E-01,2.58999E-01,2.73046E-01,-2.22889E-01,-7.85640E-02,-9.18814E-02,-1.02179E+00,-1.82676E+00,4.23184E-01,6.03118E-01,-9.27289E-01,3.44828E-01,2013
Radford,BSth,29,10,-1.78274E+00,-2.23165E-01,-1.14815E+00,-1.84759E+00,-3.75518E-01,3.81866E-01,1.32745E+00,6.86133E-01,7.36752E-01,2.30481E-01,7.96880E-01,-1.82698E+00,-6.90169E-01,-1.09395E+00,9.15887E-01,-4.37750E-02,-1.17670E+00,3.44828E-01,2013
Nebraska Omaha,Sum,29,10,-6.54014E-01,2.11099E+00,-1.45950E+00,5.23688E-01,1.93884E+00,6.67021E-01,-4.57413E-01,-1.14105E+00,2.34427E+00,-1.02082E+00,-8.91476E-01,3.19836E-01,1.66134E+00,8.48026E-01,1.65494E+00,1.50877E+00,-8.53932E-01,3.44828E-01,2013
Central Michigan,MAC,30,10,6.17603E-02,1.20497E+00,-7.18135E-01,-5.15777E-01,1.69704E+00,5.24443E-01,5.24263E-01,3.77648E-01,1.10772E+00,8.83333E-01,-3.99365E-04,-5.91824E-01,1.48046E+00,-3.61126E-01,1.36753E+00,-6.90668E-01,-9.12618E-01,3.33333E-01,2013
American,Pat,30,10,-1.02567E+00,4.98580E-01,-1.04750E+00,-8.40610E-01,4.18964E-01,7.14547E-01,-1.34984E+00,-1.91865E-01,-7.78020E-01,-6.58123E-01,-1.07907E+00,-1.56230E+00,-1.08209E+00,7.38103E-01,2.76352E+00,-2.53431E+00,-8.53932E-01,3.33333E-01,2013
Penn St.,B10,31,10,-2.27302E-01,-8.22061E-01,4.32106E-01,-1.84759E+00,-2.37348E-01,9.67110E-02,-5.02034E-01,3.77648E-01,-7.47106E-01,4.66233E-01,2.54777E+00,-1.47408E+00,-3.88693E-01,-1.68020E+00,1.25984E-02,-7.87701E-01,2.63527E-02,3.22581E-01,2013
Marist,MAAC,31,10,-8.46723E-01,5.32479E-02,-6.74271E-01,-4.83294E-01,-6.46340E-02,9.99702E-01,1.22668E-01,-5.47810E-01,1.10772E+00,9.19603E-01,-4.38121E-01,-7.38866E-01,-5.09283E-01,1.51847E-01,9.98004E-01,1.82637E-01,-1.10335E+00,3.22581E-01,2013
TCU,B12,31,10,-1.43861E+00,-4.99579E-01,-7.74139E-01,-2.13994E+00,-1.33719E-01,1.52249E+00,6.58128E-01,6.38674E-01,1.01498E+00,1.10095E+00,-1.09830E-01,-2.00343E+00,-8.72167E-02,-1.24051E+00,-6.95187E-02,-2.14618E+00,-5.31161E-01,3.22581E-01,2013
Eastern Washington,BSky,31,10,-9.29312E-01,7.13568E-01,-1.08353E+00,-3.53361E-01,-6.86403E-01,2.86814E-01,-1.26060E+00,2.17023E-02,1.78782E+00,-4.58641E-01,2.18462E-01,-6.21233E-01,-9.31350E-01,-3.13575E-02,3.00008E-01,2.47327E-01,-1.33809E+00,3.22581E-01,2013
Samford,SC,31,10,-9.70607E-01,7.13568E-01,-1.10860E+00,2.63822E-01,5.91677E-01,1.14228E+00,6.13506E-01,-5.95270E-01,1.50959E+00,-5.85584E-01,2.80993E-01,-1.21290E-01,4.55440E-01,8.11385E-01,6.28477E-01,-2.27555E+00,-1.13269E+00,3.22581E-01,2013
Monmouth,NEC,31,10,-1.71391E+00,6.86042E-02,-1.23705E+00,-1.78263E+00,9.71647E-01,1.04723E+00,3.06769E+00,1.16621E-01,1.75690E+00,-4.04236E-01,1.04701E+00,-1.65053E+00,8.77507E-01,-1.16723E+00,6.69535E-01,8.29530E-01,-1.14736E+00,3.22581E-01,2013
Loyola Marymount,WCC,32,10,-1.02567E+00,-5.30291E-01,-4.25581E-01,-1.71766E+00,4.53507E-01,6.67021E-01,1.01510E+00,8.04782E-01,8.91321E-01,-9.59450E-02,8.75044E-01,-1.91520E+00,-1.77660E-01,-5.80972E-01,1.28541E+00,-9.49425E-01,-7.51232E-01,3.12500E-01,2013
Mississippi St.,SEC,32,10,-1.83779E+00,-7.91348E-01,-8.84581E-01,-1.71766E+00,-6.46340E-02,2.90074E+00,1.63980E+00,2.82729E-01,2.03513E+00,1.13722E+00,-1.40736E+00,-1.06236E+00,2.14259E-01,-2.11989E+00,-4.80104E-01,1.17948E-01,-5.89847E-01,3.12500E-01,2013
