"","TEAM","CONF","G","W","EFG_O","EFG_D","TOR","TORD","ORB","DRB","FTR","FTRD","WR","YEAR"
"1196","Mercer","SC",32,19,1.43322,1.04073,0.0491851,-0.94825,0.496296,-1.42721,0.212346,-0.187994,0.59375,2018
"1197","Samford","SC",30,10,1.4657,2.6297,0.191763,0.033425,-1.09359,1.63325,-0.676258,-0.985273,0.333333,2018
"1198","The Citadel","SC",29,11,-0.255911,2.31881,0.00165929,0.43502,-0.452891,1.2932,-0.331697,-0.688248,0.37931,2018
"1199","VMI","SC",28,9,-1.36034,0.695306,1.28486,0.0780467,-0.927485,0.242133,-1.23844,-0.0941969,0.321429,2018
"1200","Western Carolina","SC",30,12,-1.00303,1.48979,1.42743,1.05972,-0.0732165,0.984062,-0.49491,0.202829,0.4,2018
"1201","Wofford","SC",31,21,1.72557,1.10982,-0.23597,0.033425,-1.0224,-0.747106,-1.09336,-0.125463,0.677419,2018
"1202","Chattanooga","SC",29,12,0.523688,0.971647,0.191763,-1.43909,-1.11732,-0.345228,-1.87315,-0.500653,0.413793,2019
"1203","East Tennessee St.","SC",32,24,1.53067,0.868019,0.619495,0.836614,1.82516,-1.73635,-0.821337,-0.672615,0.75,2019
"1204","Furman","SC",30,25,1.79054,-0.755488,-0.140918,0.658128,-0.144406,0.149391,-1.74621,-1.65749,0.833333,2019
"1205","Mercer","SC",29,11,0.361272,0.902562,0.286814,0.658128,-0.120676,0.860407,0.212346,-0.0160323,0.37931,2019
"1206","Samford","SC",32,17,1.36825,-0.168262,0.286814,-0.234305,-0.286784,0.520356,-0.11408,-1.01654,0.53125,2019
"1207","The Citadel","SC",27,12,0.686105,2.24973,-0.663702,-0.769764,-0.998674,0.705838,-1.583,-0.48502,0.444444,2019
"1208","UNC Greensboro","SC",34,29,0.426238,0.315336,-0.758754,1.59518,0.496296,0.0566503,-0.712528,-0.406855,0.852941,2019
"1209","VMI","SC",29,11,0.0689221,2.35336,-1.04391,-0.769764,-1.80548,-0.592538,-0.966415,-0.438121,0.37931,2019
"1210","Western Carolina","SC",31,7,1.20584,1.80067,3.04331,-1.75144,-0.215595,-1.1799,0.0491333,0.765614,0.225806,2019
"1211","Alabama","SEC",33,18,0.263822,-0.928202,0.00165929,0.122668,0.0691616,0.767666,1.66313,0.734348,0.545455,2015
"1212","Auburn","SEC",34,14,-0.970544,0.833476,0.096711,1.19359,-0.405432,1.41685,2.588,1.10954,0.411765,2015
"1213","Florida","SEC",33,16,-0.0934944,-1.4118,0.429392,1.32745,0.567485,-0.128832,-0.567449,0.468588,0.484848,2015
"1214","Mississippi St.","SEC",31,12,-0.775644,-0.720945,2.18785,0.122668,0.709863,0.489442,2.15277,0.26536,0.387097,2015
"1215","Missouri","SEC",31,8,-1.32786,-0.27189,0.714547,-0.635899,0.0217023,1.16954,-0.367967,1.4222,0.258065,2015
"1216","South Carolina","SEC",32,16,-1.52276,-1.82631,0.429392,1.05972,1.25565,0.613097,0.502503,1.51599,0.5,2015
"1217","Tennessee","SEC",32,16,-0.548261,0.62622,0.476918,1.77367,1.82516,1.16954,-0.404236,1.35966,0.5,2015
"1218","Texas A&M","SEC",33,21,0.198855,-1.10092,0.239288,0.345776,1.137,-0.437969,0.647581,0.249727,0.636364,2015
"1219","Vanderbilt","SEC",34,20,1.4657,-1.20454,0.619495,-0.234305,0.614944,1.10772,1.42738,-0.0629311,0.588235,2015
"1220","Alabama","SEC",33,18,-0.0934944,-1.20454,0.571969,-0.189683,-0.239324,1.57142,1.11909,0.671816,0.545455,2016
"1221","Arkansas","SEC",32,16,-0.0610111,-0.0991767,-1.61422,0.43502,0.377648,0.180305,0.556907,1.26587,0.5,2016
"1222","Auburn","SEC",31,11,-0.84061,0.142622,0.096711,-0.368169,-0.334243,0.860407,1.17349,0.828146,0.354839,2016
"1223","Florida","SEC",36,21,-0.450811,-1.17,-1.28154,-0.0111966,0.852241,-0.00517715,0.901468,0.140297,0.583333,2016
"1224","Georgia","SEC",34,20,-0.580744,-1.58451,0.239288,-1.34984,0.733593,0.087564,1.62686,0.984475,0.588235,2016
"1225","LSU","SEC",33,19,0.393755,0.591677,-1.18649,0.0780467,0.116621,0.118478,1.53619,-0.21926,0.575758,2016
"1226","Mississippi","SEC",32,20,-0.580744,-0.133719,-0.758754,0.658128,1.25565,0.489442,1.22789,0.921943,0.625,2016
"1227","Mississippi St.","SEC",31,14,0.588655,-0.410061,-0.331022,-0.0558182,0.0928913,1.04589,-0.91201,0.234094,0.451613,2016
"1228","Missouri","SEC",31,10,-0.873094,-0.375518,-0.331022,-1.17136,-0.59527,0.087564,0.919603,0.937576,0.322581,2016
"1229","South Carolina","SEC",33,24,-0.450811,-0.928202,0.096711,0.836614,1.94381,-0.00517715,1.57246,0.53112,0.727273,2016
"1230","Tennessee","SEC",34,15,-0.613227,-0.548232,-1.37659,-0.591277,0.662404,1.54051,-0.0778102,0.390424,0.441176,2016
"1231","Alabama","SEC",34,19,-0.548261,-1.37726,0.809598,0.524263,1.137,-0.901675,0.828929,0.79688,0.558824,2017
"1232","Auburn","SEC",32,18,0.393755,0.177165,-0.378547,0.568884,0.235269,1.16954,1.44551,0.624918,0.5625,2017
"1233","Georgia","SEC",33,19,-0.580744,-0.997287,-0.0458665,-0.859007,-0.0969462,-0.407055,1.11909,-0.0941969,0.575758,2017
"1234","LSU","SEC",31,10,0.101405,1.55887,0.524443,-0.769764,0.448837,0.55127,-0.549315,0.327892,0.322581,2017
"1235","Mississippi","SEC",36,22,-0.353361,-0.0991767,0.286814,0.0780467,1.08954,0.149391,1.49992,0.124664,0.611111,2017
"1236","Mississippi St.","SEC",32,16,0.393755,-0.686403,0.144237,0.479641,-0.52408,0.180305,-0.11408,0.484221,0.5,2017
"1237","Missouri","SEC",32,8,-1.52276,-0.168262,-0.853806,0.256533,-0.263054,0.211219,0.75639,1.21897,0.25,2017
"1238","Tennessee","SEC",31,16,-1.00303,-0.513689,-0.616177,0.301155,0.591215,0.180305,1.51805,1.3284,0.516129,2017
"1239","Texas A&M","SEC",31,16,0.426238,-0.997287,1.18981,-0.546656,1.92008,0.520356,-0.222889,-1.04781,0.516129,2017
"1240","Georgia","SEC",33,18,-0.775644,-1.54997,0.239288,-1.84068,1.30311,-0.190659,1.01028,-1.11034,0.545455,2018
"1241","LSU","SEC",33,18,1.49819,0.902562,-0.996383,0.43502,-0.0257571,0.644011,-0.367967,-0.328691,0.545455,2018
"1242","Mississippi","SEC",32,12,-0.515777,0.488049,-1.32906,-0.591277,0.472566,0.365787,-0.132215,0.327892,0.375,2018
"1243","Mississippi St.","SEC",36,25,0.751071,-0.617317,0.191763,0.390398,0.662404,0.365787,-0.513045,-0.797678,0.694444,2018
"1244","South Carolina","SEC",32,17,-1.19793,-0.27189,0.476918,1.05972,1.01835,-0.623451,1.49992,1.29713,0.53125,2018
"1245","Vanderbilt","SEC",32,12,0.621138,0.798934,-0.473599,-1.75144,-0.168135,-0.561624,0.30302,0.26536,0.375,2018
"1246","Alabama","SEC",34,18,0.133889,-0.410061,0.381866,-0.769764,0.520026,-0.468883,0.629446,-0.813311,0.529412,2019
"1247","Arkansas","SEC",34,18,0.361272,-0.237348,-0.188444,1.72905,-0.239324,1.63325,0.701986,1.07827,0.529412,2019
"1248","Georgia","SEC",32,11,0.0689221,-0.548232,1.80764,-1.39447,0.804782,0.458529,1.22789,-0.766413,0.34375,2019
"1249","Missouri","SEC",32,15,0.198855,-0.237348,1.09475,-0.234305,0.614944,-1.1799,-0.857606,0.515487,0.46875,2019
"1250","South Carolina","SEC",31,16,-0.515777,-0.202805,0.239288,0.747371,0.591215,0.489442,0.30302,0.749981,0.516129,2019
"1251","Texas A&M","SEC",32,14,-0.190944,-0.27189,0.619495,-0.0558182,0.804782,0.922234,-0.0596754,-1.21977,0.4375,2019
"1252","Vanderbilt","SEC",32,9,-0.418327,-0.202805,0.857124,-0.992872,-0.0732165,-0.0670046,1.10095,-0.234893,0.28125,2019
"1253","Abilene Christian","Slnd",28,7,-0.84061,1.80067,0.524443,0.970479,-1.23597,1.35503,-1.12963,1.54726,0.25,2015
"1254","Central Arkansas","Slnd",29,2,-0.353361,1.69704,3.28094,-0.145061,-0.310513,2.22061,0.865199,1.20334,0.0689655,2015
"1255","Houston Baptist","Slnd",24,8,-0.808127,0.937105,1.28486,-0.635899,1.96754,0.613097,0.883333,1.39093,0.333333,2015
"1256","Incarnate Word","Slnd",25,14,0.686105,0.453507,-1.42412,-0.323548,-0.856296,0.613097,1.95329,0.749981,0.56,2015
"1257","Lamar","Slnd",26,11,-0.0610111,0.937105,2.23537,0.791992,1.25565,1.04589,1.3367,1.75049,0.423077,2015
"1258","McNeese St.","Slnd",27,11,-1.13296,0.62622,-1.28154,-0.0558182,1.04208,1.50959,-0.658123,0.0152336,0.407407,2015
"1259","New Orleans","Slnd",26,8,-1.10048,1.62796,1.66506,1.14897,1.51667,1.04589,2.06209,1.43783,0.307692,2015
"1260","Nicholls St.","Slnd",26,7,-0.678194,-0.0300913,2.99579,0.747371,0.18781,1.54051,1.42738,2.48524,0.269231,2015
"1261","Northwestern St.","Slnd",28,15,0.978455,1.48979,-1.32906,0.43502,0.116621,2.90071,0.103538,0.327892,0.535714,2015
"1262","Sam Houston St.","Slnd",31,22,-0.74316,-1.72268,0.476918,0.791992,1.58786,-0.685279,2.13463,0.984475,0.709677,2015
"1263","Southeastern Louisiana","Slnd",31,8,0.328789,0.10808,1.80764,0.345776,-0.0494868,0.829493,-0.367967,-0.141096,0.258065,2015
"1264","Texas A&M Corpus Chris","Slnd",32,18,-0.223428,-0.617317,0.33434,0.881236,0.235269,1.10772,2.98697,1.76612,0.5625,2015
"1265","Abilene Christian","Slnd",27,9,0.198855,1.55887,0.239288,0.256533,-1.14105,-0.592538,1.04655,1.82865,0.333333,2016
"1266","Central Arkansas","Slnd",28,7,0.00395553,1.28253,0.476918,-1.2606,0.472566,0.087564,1.3367,0.609285,0.25,2016
"1267","Houston Baptist","Slnd",30,13,0.198855,0.280793,1.14228,-0.859007,0.0691616,0.736752,1.88075,0.296626,0.433333,2016
"1268","Incarnate Word","Slnd",25,14,0.00395553,0.971647,-0.426073,-0.189683,-1.61565,-0.221573,0.176077,0.515487,0.56,2016
"1269","Lamar","Slnd",26,7,-0.808127,0.660763,0.857124,0.345776,0.97089,0.736752,1.46365,1.84429,0.269231,2016
"1270","McNeese St.","Slnd",26,7,-1.03551,0.764391,-0.473599,-1.12674,-0.286784,1.0768,0.30302,0.452955,0.269231,2016
"1271","New Orleans","Slnd",27,7,-1.55524,0.971647,0.476918,1.23821,1.30311,1.23137,1.57246,1.2815,0.259259,2016
"1272","Nicholls St.","Slnd",31,8,-0.905577,0.24625,1.57001,-0.189683,-1.0224,1.54051,1.06468,0.765614,0.258065,2016
"1273","Northwestern St.","Slnd",24,5,0.101405,1.73159,0.381866,-0.0111966,-0.476621,2.80797,0.121672,0.202829,0.208333,2016
"1274","Sam Houston St.","Slnd",30,15,-0.190944,0.62622,-0.853806,0.033425,-0.120676,-1.79817,0.375559,1.56289,0.5,2016
"1275","Southeastern Louisiana","Slnd",31,10,0.393755,0.695306,1.33238,0.211911,0.0217023,1.26229,0.448099,1.10954,0.322581,2016
"1276","Texas A&M Corpus Chris","Slnd",31,23,-0.223428,-0.410061,-0.473599,1.72905,0.377648,1.13863,0.575042,1.51599,0.741935,2016
"1277","Abilene Christian","Slnd",25,13,0.848521,0.937105,1.09475,1.23821,-1.497,0.674925,0.0309985,1.48473,0.52,2017
"1278","Central Arkansas","Slnd",32,8,-0.0285278,1.73159,0.191763,-1.30522,-0.120676,0.674925,0.248616,-0.438121,0.25,2017
"1279","Houston Baptist","Slnd",27,17,-0.255911,1.07528,0.286814,-0.0558182,1.51667,-0.283401,0.593177,0.609285,0.62963,2017
"1280","Incarnate Word","Slnd",25,12,0.491205,0.488049,-0.0458665,-0.903629,-1.68683,0.891321,1.64499,0.64055,0.48,2017
"1281","Lamar","Slnd",30,19,0.361272,0.62622,0.381866,1.05972,0.448837,-0.0360909,1.04655,1.15644,0.633333,2017
"1282","McNeese St.","Slnd",26,7,-0.775644,0.177165,0.524443,-0.323548,-0.927485,2.06604,-0.0234059,0.671816,0.269231,2017
"1283","Nicholls St.","Slnd",27,14,-0.125978,1.9043,0.809598,0.791992,-0.59527,2.49883,0.230481,-0.203627,0.518519,2017
"1284","Northwestern St.","Slnd",25,13,0.0689221,1.31707,0.999702,0.256533,0.0691616,0.891321,1.17349,0.718715,0.52,2017
"1285","Sam Houston St.","Slnd",30,21,-0.905577,-0.0300913,0.286814,1.59518,0.543755,-0.654365,0.321155,2.09441,0.7,2017
"1286","Southeastern Louisiana","Slnd",30,16,0.101405,-0.375518,1.95022,1.32745,1.35056,0.396701,0.448099,0.749981,0.533333,2017
"1287","Stephen F. Austin","Slnd",30,18,-0.223428,0.695306,2.90074,1.90753,1.27938,-0.345228,1.10095,1.50036,0.6,2017
"1288","Texas A&M Corpus Chris","Slnd",33,24,0.458722,0.522592,0.0491851,1.95215,-0.00202743,0.489442,0.466233,1.00011,0.727273,2017
"1289","Abilene Christian","Slnd",28,16,0.166372,0.453507,0.762073,1.32745,-0.476621,0.0566503,-0.549315,1.31277,0.571429,2018
"1290","Central Arkansas","Slnd",34,18,0.588655,0.280793,-0.188444,0.16729,-0.500351,1.10772,0.284886,0.484221,0.529412,2018
"1291","Houston Baptist","Slnd",28,6,-1.26289,2.07701,0.0491851,0.0780467,1.11327,0.520356,0.176077,0.593652,0.214286,2018
"1292","Incarnate Word","Slnd",24,7,-0.74316,0.833476,2.14032,-0.412791,-0.57154,1.81873,1.19162,-0.156729,0.291667,2018
"1293","Lamar","Slnd",29,19,-0.450811,0.557135,-0.378547,1.46132,0.567485,-0.53071,0.321155,0.546753,0.655172,2018
"1294","McNeese St.","Slnd",25,12,-0.353361,-0.0991767,0.144237,-1.52833,-0.00202743,1.16954,-0.331697,-0.516286,0.48,2018
"1295","New Orleans","Slnd",30,16,-0.353361,1.07528,1.52249,1.6398,0.781052,0.427615,1.26416,0.546753,0.533333,2018
"1296","Nicholls St.","Slnd",28,21,0.653622,0.0389941,0.809598,1.10434,0.282729,0.334874,0.502503,1.62542,0.75,2018
"1297","Northwestern St.","Slnd",25,4,-1.81511,1.38616,2.85321,0.211911,0.733593,1.54051,-0.241023,0.828146,0.16,2018
"1298","Sam Houston St.","Slnd",32,21,-0.548261,0.591677,0.0491851,0.658128,0.757322,-0.654365,-0.095945,0.437322,0.65625,2018
"1299","Southeastern Louisiana","Slnd",31,22,0.426238,-0.168262,0.429392,0.747371,0.0454319,1.26229,0.139807,-0.907109,0.709677,2018
"1300","Texas A&M Corpus Chris","Slnd",26,11,-0.580744,0.764391,2.04527,1.14897,-0.120676,-0.0670046,0.448099,1.76612,0.423077,2018
"1301","Central Arkansas","Slnd",30,14,-0.255911,0.62622,0.476918,-0.278926,-1.14105,0.427615,-0.0596754,-0.078564,0.466667,2019
"1302","Houston Baptist","Slnd",28,12,-0.0934944,1.93884,0.381866,0.702749,1.06581,0.0257366,1.42738,0.140297,0.428571,2019
"1303","Incarnate Word","Slnd",27,6,0.653622,3.18238,2.56805,0.479641,-1.47327,0.984062,0.0491333,0.671816,0.222222,2019
"1304","Lamar","Slnd",29,20,-0.190944,0.729848,0.619495,0.524263,1.63532,-0.654365,1.40924,0.140297,0.689655,2019
"1305","McNeese St.","Slnd",27,9,-0.0285278,1.4207,1.23733,-0.412791,0.0928913,0.736752,0.774525,-0.86021,0.333333,2019
"1306","New Orleans","Slnd",29,19,-0.613227,-0.0300913,1.47496,1.72905,0.828511,1.44777,0.266751,0.875044,0.655172,2019
"1307","Nicholls St.","Slnd",27,14,0.0689221,0.315336,-0.711228,-0.234305,-1.37835,1.26229,-2.29025,0.187196,0.518519,2019
"1308","Northwestern St.","Slnd",28,11,-1.68518,0.384421,1.90269,0.390398,-0.0969462,1.60234,-0.168484,0.26536,0.392857,2019
"1309","Sam Houston St.","Slnd",30,21,0.621138,0.384421,-0.188444,1.14897,0.0928913,-0.283401,-1.54673,1.3284,0.7,2019
"1310","Southeastern Louisiana","Slnd",31,17,0.166372,0.0389941,2.56805,1.0151,0.757322,-0.407055,0.484368,0.703082,0.548387,2019
"1311","Stephen F. Austin","Slnd",26,14,-0.483294,0.868019,0.857124,1.28283,-0.0494868,1.04589,0.30302,0.202829,0.538462,2019
"1312","Texas A&M Corpus Chris","Slnd",28,14,-0.645711,-0.513689,1.71259,0.658128,0.425107,-0.623451,-0.857606,1.07827,0.5,2019
"1313","Denver","Sum",30,12,2.0504,0.971647,0.191763,0.791992,-2.375,0.0257366,-0.603719,2.5634,0.4,2015
"1314","IPFW","Sum",28,13,1.10839,0.418964,0.00165929,-1.17136,-0.998674,-0.901675,1.19162,-1.11034,0.464286,2015
"1315","IUPUI","Sum",31,10,-1.10048,0.418964,2.33043,1.0151,0.425107,-0.376142,-0.313562,1.09391,0.322581,2015
"1316","Nebraska Omaha","Sum",28,11,-0.190944,1.10982,-0.188444,0.747371,0.282729,-0.190659,1.46365,0.64055,0.392857,2015
"1317","Oral Roberts","Sum",32,17,-0.580744,0.315336,-0.521125,-0.0111966,0.0454319,0.55127,1.80821,0.468588,0.53125,2015
"1318","South Dakota","Sum",31,15,-0.905577,0.315336,-0.948857,-0.502034,0.401377,-0.77802,-0.150349,0.124664,0.483871,2015
"1319","South Dakota St.","Sum",33,22,0.653622,-0.997287,-0.853806,-0.234305,-0.120676,-0.407055,1.06468,1.00011,0.666667,2015
"1320","Western Illinois","Sum",26,6,-1.49028,0.211708,-0.188444,-0.859007,-2.20889,-0.190659,-0.766932,0.359158,0.230769,2015
"1321","Denver","Sum",31,16,1.88799,0.660763,0.999702,1.81829,-2.20889,0.458529,0.375559,1.3284,0.516129,2016
"1322","IPFW","Sum",32,22,1.33577,0.971647,-0.663702,-1.30522,-0.286784,-0.932589,-0.204754,-0.75078,0.6875,2016
"1323","IUPUI","Sum",31,12,-0.970544,0.349879,0.096711,-0.234305,-0.381702,-0.437969,-0.476776,0.64055,0.387097,2016
"1324","Nebraska Omaha","Sum",30,16,0.653622,1.04073,-0.996383,0.747371,-0.286784,0.644011,1.46365,0.578019,0.533333,2016
"1325","North Dakota St.","Sum",31,18,0.00395553,-0.824574,-1.18649,-0.769764,-0.880026,-1.02533,-0.11408,-0.469387,0.580645,2016
"1326","Oral Roberts","Sum",29,12,0.198855,0.695306,-0.663702,-1.21598,-0.286784,0.149391,0.375559,-0.281792,0.413793,2016
"1327","South Dakota","Sum",30,12,0.588655,1.4207,-1.09143,0.16729,-1.0224,0.211219,-0.803202,0.953209,0.4,2016
"1328","Western Illinois","Sum",24,7,-0.190944,0.00445143,-0.23597,-1.52833,-0.903755,-0.77802,-0.458641,1.1877,0.291667,2016
"1329","Denver","Sum",30,16,1.59564,0.453507,0.33434,-1.39447,-0.120676,-1.48904,0.0128637,0.671816,0.533333,2017
"1330","Fort Wayne","Sum",30,20,2.11537,1.1789,-0.426073,-0.368169,-0.120676,-1.51995,-1.583,-0.391222,0.666667,2017
"1331","IUPUI","Sum",30,14,0.556172,1.48979,-0.901332,0.16729,0.0691616,-0.0360909,-0.241023,1.3284,0.466667,2017
"1332","Nebraska Omaha","Sum",31,18,0.783555,1.35162,-0.188444,0.301155,-0.0969462,0.55127,1.10095,-0.172362,0.580645,2017
"1333","North Dakota St.","Sum",28,19,0.751071,0.10808,-0.853806,-0.635899,-1.0224,-0.468883,0.937738,-0.547552,0.678571,2017
"1334","Oral Roberts","Sum",28,8,-0.0934944,1.59342,-0.948857,-1.12674,-1.0224,-0.0360909,-0.712528,-0.438121,0.285714,2017
"1335","South Dakota","Sum",32,22,-0.0934944,0.24625,-1.18649,-0.0558182,-0.429162,-0.685279,1.48178,-0.453754,0.6875,2017
"1336","Western Illinois","Sum",26,8,0.166372,0.384421,-0.140918,-2.15303,-2.46991,-1.27264,-1.00268,0.921943,0.307692,2017
"1337","Denver","Sum",28,15,0.816038,0.418964,1.47496,-1.30522,0.306458,-1.42721,-0.313562,0.343525,0.535714,2018
"1338","Fort Wayne","Sum",29,18,0.978455,1.28253,-1.42412,0.568884,-0.880026,-0.901675,-0.53118,-0.797678,0.62069,2018
"1339","Nebraska Omaha","Sum",29,9,0.458722,1.97339,-0.331022,-1.30522,-1.04613,0.365787,-1.31098,-1.03217,0.310345,2018
"1340","North Dakota St.","Sum",29,15,1.23832,-0.168262,-0.140918,-1.8853,-1.497,-1.33447,-0.748797,-0.203627,0.517241,2018
"1341","Oral Roberts","Sum",28,11,-0.320877,1.4207,0.144237,-1.48371,1.35056,0.427615,-1.85502,-0.563185,0.392857,2018
"1342","South Dakota","Sum",31,26,0.718588,-0.582775,-1.42412,0.568884,0.0217023,-0.747106,0.212346,-0.797678,0.83871,2018
"1343","Western Illinois","Sum",24,12,0.00395553,0.384421,-0.0458665,-1.84068,-2.68348,-0.716193,-1.12963,-0.86021,0.5,2018
"1344","Denver","Sum",29,8,0.101405,2.21518,0.476918,-1.30522,-0.690188,-2.04548,-1.51046,-1.01654,0.275862,2019
"1345","Fort Wayne","Sum",30,18,1.92047,1.35162,-0.901332,-0.680521,-1.47327,-0.283401,-1.38351,-1.53243,0.6,2019
"1346","Nebraska Omaha","Sum",31,21,1.4657,1.69704,-2.46968,-0.814386,-1.06986,-1.21081,-1.89129,-1.20413,0.677419,2019
"1347","Oral Roberts","Sum",30,11,0.751071,1.38616,0.809598,-1.84068,0.116621,-0.747106,-1.52859,-0.328691,0.366667,2019
"1348","South Dakota","Sum",28,13,0.0689221,0.557135,-1.23401,-0.546656,-1.85294,-1.21081,0.248616,0.0621323,0.464286,2019
"1349","South Dakota St.","Sum",32,24,2.79752,0.0389941,-1.13896,-1.34984,-1.28343,-2.10731,-0.476776,-1.73565,0.75,2019
"1350","Western Illinois","Sum",29,10,-0.0285278,0.729848,-1.13896,-1.84068,-1.59192,-1.24173,-2.0545,-1.04781,0.344828,2019
"1351","Alabama A&M","SWAC",28,8,-1.68518,0.142622,1.52249,-0.145061,1.39802,2.12787,1.2823,1.01574,0.285714,2015
"1352","Alabama St.","SWAC",27,17,-0.548261,-1.10092,0.476918,0.256533,1.58786,-0.0979183,0.0128637,0.124664,0.62963,2015
"1353","Alcorn St.","SWAC",30,5,-2.20491,0.937105,-0.711228,-0.0111966,0.21154,1.9733,0.538773,0.79688,0.166667,2015
"1354","Arkansas Pine Bluff","SWAC",32,12,-1.16544,0.384421,2.2829,2.79996,0.282729,3.08619,0.194212,2.18821,0.375,2015
"1355","Grambling St.","SWAC",27,0,-3.40679,0.729848,3.51857,-0.769764,-0.0969462,2.12787,0.919603,0.609285,0,2015
"1356","Jackson St.","SWAC",32,11,-2.26988,-0.513689,1.52249,1.81829,1.99127,-0.437969,-0.295428,3.01675,0.34375,2015
"1357","Mississippi Valley St.","SWAC",32,6,-2.33484,1.52433,1.04723,0.970479,0.18781,3.14802,-0.277293,0.296626,0.1875,2015
"1358","Prairie View A&M","SWAC",32,14,-0.775644,-0.582775,0.952176,2.53224,0.662404,3.27168,-0.658123,2.5634,0.4375,2015
"1359","Southern","SWAC",32,15,-1.55524,-2.10265,0.667021,0.881236,0.662404,1.60234,1.08282,1.68796,0.46875,2015
"1360","Alabama A&M","SWAC",28,10,-1.06799,0.142622,-0.521125,-0.725142,0.543755,0.674925,0.701986,0.734348,0.357143,2016
"1361","Alabama St.","SWAC",29,12,-1.32786,0.384421,-0.711228,-0.145061,0.496296,0.149391,-0.513045,1.59416,0.413793,2016
"1362","Alcorn St.","SWAC",28,13,-1.39283,0.315336,1.14228,-0.591277,1.30311,0.736752,0.701986,0.765614,0.464286,2016
"1363","Arkansas Pine Bluff","SWAC",33,8,-1.58773,-0.306433,2.42548,0.702749,-0.381702,2.43701,-0.803202,2.95422,0.242424,2016
"1364","Grambling St.","SWAC",28,4,-1.97753,0.24625,1.42743,0.613506,-1.04613,0.922234,1.7538,1.03137,0.142857,2016
"1365","Jackson St.","SWAC",34,18,-1.36034,-1.58451,-0.426073,0.925857,0.709863,-0.345228,-0.748797,2.07878,0.529412,2016
"1366","Mississippi Valley St.","SWAC",35,8,-2.23739,0.315336,-0.0933924,0.345776,-0.52408,1.57142,-0.585584,0.0621323,0.228571,2016
"1367","Prairie View A&M","SWAC",31,7,-2.62719,0.211708,1.47496,2.13064,0.330188,2.09696,0.33929,1.96935,0.225806,2016
"1368","Texas Southern","SWAC",33,18,0.621138,-0.306433,0.286814,-1.2606,1.42175,-0.345228,1.26416,-1.59496,0.545455,2016
"1369","Alabama A&M","SWAC",29,2,-1.81511,1.24799,0.524443,-2.06379,-0.00202743,2.06604,0.901468,-0.172362,0.0689655,2017
"1370","Alabama St.","SWAC",30,8,-1.81511,0.0735368,1.57001,-0.278926,1.23192,0.705838,0.0128637,1.21897,0.266667,2017
"1371","Alcorn St.","SWAC",29,18,-0.645711,-0.962744,0.809598,-0.0111966,0.614944,0.520356,-0.313562,0.781247,0.62069,2017
"1372","Arkansas Pine Bluff","SWAC",30,6,-1.26289,0.729848,3.42352,2.17526,0.140351,1.81873,-0.313562,3.7046,0.2,2017
"1373","Grambling St.","SWAC",30,15,-1.00303,1.86976,0.714547,2.53224,0.638674,1.69508,0.647581,1.15644,0.5,2017
