"","TEAM","CONF","G","W","EFG_O","EFG_D","TOR","TORD","ORB","DRB","FTR","FTRD","WR","YEAR"
"997","Austin Peay","OVC",28,11,0.816038,2.18064,-0.663702,-0.457413,-1.21224,1.94239,1.17349,-0.828944,0.392857,2017
"998","Belmont","OVC",29,23,1.88799,-0.617317,-0.140918,-1.17136,-0.880026,-1.39629,-0.930145,-0.453754,0.793103,2017
"999","Eastern Illinois","OVC",27,14,-0.678194,-0.133719,-0.568651,1.05972,0.0454319,0.891321,-1.38351,0.703082,0.518519,2017
"1000","Eastern Kentucky","OVC",29,12,-0.158461,0.453507,0.524443,0.256533,-0.974944,1.04589,0.520638,0.890677,0.413793,2017
"1001","Morehead St.","OVC",28,14,0.361272,1.73159,-0.0933924,0.345776,1.39802,-0.437969,-1.03895,1.1408,0.5,2017
"1002","Murray St.","OVC",31,16,0.296305,0.695306,-0.853806,-0.323548,0.591215,0.0257366,0.0672681,0.578019,0.516129,2017
"1003","SIU Edwardsville","OVC",28,6,-1.58773,0.902562,0.762073,-0.145061,0.543755,-0.314314,2.02583,1.57853,0.214286,2017
"1004","Southeast Missouri St.","OVC",31,15,0.491205,1.80067,-0.521125,1.46132,-1.09359,0.180305,0.103538,0.656183,0.483871,2017
"1005","Tennessee Martin","OVC",33,22,0.913488,0.868019,1.37991,0.16729,1.92008,0.891321,-0.0415407,-0.578818,0.666667,2017
"1006","Tennessee St.","OVC",28,17,-0.385844,-0.548232,1.42743,1.23821,1.16073,-0.468883,0.901468,2.17258,0.607143,2017
"1007","Tennessee Tech","OVC",30,12,-0.580744,0.488049,0.239288,0.791992,-0.0732165,0.180305,0.72012,0.765614,0.4,2017
"1008","Austin Peay","OVC",32,19,0.00395553,1.35162,0.524443,1.55056,1.27938,-0.190659,0.248616,0.79688,0.59375,2018
"1009","Belmont","OVC",33,24,2.89497,-0.410061,-0.283496,-0.769764,-0.974944,-1.1799,-1.20217,-1.25103,0.727273,2018
"1010","Eastern Illinois","OVC",29,12,-0.710677,0.660763,0.809598,0.301155,0.140351,0.118478,-0.422371,-0.21926,0.413793,2018
"1011","Eastern Kentucky","OVC",29,11,-0.0285278,1.80067,0.191763,0.211911,-0.52408,0.736752,-0.204754,0.0308665,0.37931,2018
"1012","Jacksonville St.","OVC",35,23,0.101405,-0.582775,0.239288,0.301155,0.97089,-1.02533,-0.748797,-0.37559,0.657143,2018
"1013","Morehead St.","OVC",27,8,-0.548261,1.76613,1.61754,0.568884,0.401377,0.118478,0.393694,0.953209,0.296296,2018
"1014","SIU Edwardsville","OVC",30,9,-0.678194,1.38616,0.33434,-0.502034,-0.00202743,-0.0360909,-0.277293,1.73486,0.3,2018
"1015","Southeast Missouri St.","OVC",29,14,1.43322,1.76613,-0.283496,-0.635899,-0.737648,-0.0670046,0.575042,-0.0472981,0.482759,2018
"1016","Tennessee Martin","OVC",29,10,-0.0285278,0.211708,1.37991,0.16729,-0.191865,0.767666,-1.89129,-0.10983,0.344828,2018
"1017","Tennessee St.","OVC",28,15,-0.190944,0.902562,1.52249,2.08602,-0.903755,-0.561624,0.593177,0.0933982,0.535714,2018
"1018","Tennessee Tech","OVC",31,19,-0.288394,0.315336,0.524443,0.747371,-0.263054,0.180305,0.575042,0.280993,0.612903,2018
"1019","Austin Peay","OVC",31,22,0.978455,0.833476,-0.996383,0.970479,0.709863,0.149391,0.0309985,-0.0941969,0.709677,2019
"1020","Eastern Illinois","OVC",31,14,-0.0934944,1.21345,0.0491851,-0.10044,-0.0257571,0.30396,-1.05709,-0.266159,0.451613,2019
"1021","Eastern Kentucky","OVC",29,13,-0.678194,1.07528,-0.23597,1.28283,-0.476621,0.489442,-0.349832,0.765614,0.448276,2019
"1022","Jacksonville St.","OVC",31,24,0.198855,-0.479147,0.0491851,0.791992,0.875971,-1.21081,-0.785067,-0.735147,0.774194,2019
"1023","Morehead St.","OVC",31,13,-0.483294,0.833476,-0.711228,-0.412791,-0.357973,0.644011,-0.11408,-1.00091,0.419355,2019
"1024","SIU Edwardsville","OVC",29,10,-1.00303,2.24973,0.00165929,0.122668,-0.191865,-0.314314,0.0128637,0.703082,0.344828,2019
"1025","Southeast Missouri St.","OVC",29,10,0.166372,0.902562,0.714547,-0.546656,-0.880026,-0.376142,-0.98455,-0.203627,0.344828,2019
"1026","Tennessee Martin","OVC",29,12,0.166372,2.42244,0.0491851,0.301155,0.520026,1.60234,-1.47419,-1.1885,0.413793,2019
"1027","Tennessee St.","OVC",28,9,-0.255911,1.45525,1.90269,0.747371,-0.144406,-0.345228,0.30302,3.00112,0.321429,2019
"1028","Tennessee Tech","OVC",29,8,-1.23041,0.349879,1.95022,0.256533,-0.334243,1.04589,0.321155,-0.250526,0.275862,2019
"1029","Arizona St.","P12",34,18,0.328789,0.0389941,0.952176,0.211911,0.591215,-1.36538,1.37297,-0.10983,0.529412,2015
"1030","California","P12",33,18,-0.320877,-1.13546,-0.996383,-1.92993,-0.785107,-1.36538,-0.766932,0.624918,0.545455,2015
"1031","Colorado","P12",34,16,-0.483294,-0.410061,0.571969,-0.769764,1.20819,-0.499797,1.13722,-0.141096,0.470588,2015
"1032","Oregon St.","P12",30,16,-1.06799,-1.86085,0.191763,2.26451,-0.191865,1.01498,0.411829,1.48473,0.533333,2015
"1033","Stanford","P12",37,24,-0.190944,-0.582775,-1.18649,-0.635899,1.01835,-0.53071,1.08282,0.26536,0.648649,2015
"1034","USC","P12",32,12,-1.00303,-0.720945,0.619495,0.211911,0.520026,1.47868,-0.132215,-0.563185,0.375,2015
"1035","Washington","P12",31,16,-0.190944,-1.03183,-0.568651,-0.814386,0.496296,1.13863,-0.11408,-0.48502,0.516129,2015
"1036","Washington St.","P12",31,13,-0.0934944,0.798934,-0.663702,-2.01917,-0.690188,0.242133,0.937738,-0.10983,0.419355,2015
"1037","Arizona St.","P12",32,15,-0.580744,0.660763,-0.758754,-0.145061,0.520026,-0.53071,0.593177,0.515487,0.46875,2016
"1038","Stanford","P12",29,14,-0.775644,0.660763,-0.568651,0.524263,0.353918,0.798579,1.95329,0.79688,0.482759,2016
"1039","UCLA","P12",32,15,0.133889,-0.133719,-0.853806,-1.12674,0.828511,0.273046,-0.404236,-0.141096,0.46875,2016
"1040","Washington","P12",34,19,-0.580744,-0.755488,-0.616177,0.836614,0.97089,1.91147,1.20976,1.53163,0.558824,2016
"1041","Washington St.","P12",30,8,0.263822,-0.064634,0.476918,-1.75144,-1.28343,0.0257366,-0.621854,0.42169,0.266667,2016
"1042","Arizona St.","P12",33,15,0.491205,1.83522,-2.08948,-0.145061,-1.16478,0.829493,-0.476776,-0.766413,0.454545,2017
"1043","California","P12",34,21,-0.580744,-1.6536,0.00165929,-0.903629,0.852241,-1.70543,0.575042,-0.10983,0.617647,2017
"1044","Colorado","P12",33,19,0.328789,0.0735368,-0.616177,-0.635899,0.875971,-0.376142,0.538773,-0.141096,0.575758,2017
"1045","Oregon St.","P12",31,5,-0.548261,0.418964,2.04527,-0.502034,-0.57154,0.860407,-0.0415407,0.749981,0.16129,2017
"1046","Stanford","P12",30,14,-0.515777,0.902562,-0.0458665,0.881236,0.0691616,-0.716193,0.502503,0.53112,0.466667,2017
"1047","Utah","P12",30,20,2.0504,-0.340976,0.239288,-0.725142,0.377648,-1.55086,-0.259158,-0.563185,0.666667,2017
"1048","Washington","P12",31,9,0.231339,0.937105,0.0491851,-0.992872,1.32683,0.582183,-0.676258,-0.0160323,0.290323,2017
"1049","Washington St.","P12",30,13,0.686105,0.937105,-0.283496,-1.75144,-2.20889,-0.314314,-1.32911,-1.07907,0.433333,2017
"1050","California","P12",31,8,-1.75014,1.52433,0.999702,0.479641,1.30311,0.334874,0.647581,0.562386,0.258065,2018
"1051","Colorado","P12",32,17,0.231339,-0.27189,0.619495,-1.57295,-0.00202743,-0.994416,-0.222889,-0.125463,0.53125,2018
"1052","Oregon","P12",36,23,1.10839,0.0735368,-0.758754,0.16729,0.401377,-0.839848,-0.513045,0.234094,0.638889,2018
"1053","Oregon St.","P12",32,16,0.718588,-0.168262,0.33434,-0.0111966,0.591215,-0.252487,0.75639,0.53112,0.5,2018
"1054","Stanford","P12",35,19,0.653622,-0.133719,0.90465,-1.21598,0.828511,-0.77802,1.2823,-0.875843,0.542857,2018
"1055","USC","P12",36,24,1.2708,0.315336,-1.61422,0.256533,0.16408,-0.221573,-0.839471,-1.2823,0.666667,2018
"1056","Utah","P12",35,23,1.49819,-0.617317,-0.568651,-0.502034,-1.23597,-0.283401,-0.0234059,-0.938375,0.657143,2018
"1057","Washington","P12",34,21,0.588655,0.211708,-0.0458665,1.10434,-0.0969462,1.16954,0.393694,-0.0629311,0.617647,2018
"1058","Washington St.","P12",31,12,1.36825,1.1789,0.33434,-0.992872,-1.11732,0.520356,-1.78248,-0.985273,0.387097,2018
"1059","Arizona","P12",32,17,-0.288394,0.280793,-0.948857,0.747371,-0.215595,-1.11807,-0.222889,0.0308665,0.53125,2019
"1060","California","P12",31,8,-0.418327,2.35336,-1.04391,0.836614,-1.42581,0.582183,0.0491333,0.202829,0.258065,2019
"1061","Colorado","P12",36,23,0.361272,-0.582775,0.191763,-0.546656,0.330188,-1.82909,0.484368,-0.578818,0.638889,2019
"1062","Oregon St.","P12",31,18,0.751071,0.0389941,-0.188444,-0.457413,0.353918,-0.159746,0.411829,-0.203627,0.580645,2019
"1063","Stanford","P12",31,15,0.426238,-0.755488,0.999702,-0.635899,0.140351,-0.376142,0.284886,-0.297425,0.483871,2019
"1064","UCLA","P12",33,17,0.686105,-0.168262,0.144237,-1.57295,0.353918,-0.747106,0.665716,-1.12597,0.515152,2019
"1065","USC","P12",33,16,0.945971,-0.340976,-1.04391,-0.234305,-0.54781,0.118478,-1.25657,-0.75078,0.484848,2019
"1066","Utah","P12",31,17,1.6606,0.764391,0.239288,-1.75144,0.401377,-0.747106,0.176077,-0.359957,0.548387,2019
"1067","Washington St.","P12",32,11,0.945971,1.59342,0.239288,-0.680521,-0.974944,-0.00517715,-0.766932,-1.00091,0.34375,2019
"1068","American","Pat",33,17,1.14087,0.315336,0.33434,1.41669,-1.9004,0.644011,-0.0234059,-0.281792,0.515152,2015
"1069","Army","Pat",29,14,0.0364388,0.315336,0.191763,0.122668,0.0928913,0.613097,-0.458641,0.921943,0.482759,2015
"1070","Boston University","Pat",29,12,0.913488,1.00619,0.33434,-1.03749,-0.263054,-0.345228,1.88075,-0.187994,0.413793,2015
"1071","Bucknell","Pat",33,18,-0.0610111,-0.064634,-0.758754,-1.84068,0.0691616,-1.11807,1.04655,0.562386,0.545455,2015
"1072","Colgate","Pat",32,15,1.98544,0.211708,0.0491851,-0.94825,-1.33089,-0.345228,-1.29284,0.0464994,0.46875,2015
"1073","Holy Cross","Pat",29,13,-0.873094,1.07528,-0.80628,1.32745,0.0691616,0.0566503,0.0672681,1.01574,0.448276,2015
"1074","Lehigh","Pat",29,15,-0.288394,-1.13546,0.571969,-0.546656,-0.0257571,0.273046,0.30302,-0.563185,0.517241,2015
"1075","Loyola MD","Pat",30,11,-2.30236,-0.133719,0.762073,-0.457413,0.614944,-0.283401,0.556907,1.57853,0.366667,2015
"1076","Navy","Pat",31,12,-0.255911,1.04073,0.33434,0.658128,0.0454319,0.149391,-0.712528,0.280993,0.387097,2015
"1077","American","Pat",31,12,-0.288394,0.522592,1.61754,0.256533,-1.37835,0.211219,-0.513045,0.828146,0.387097,2016
"1078","Army","Pat",32,18,-0.0610111,-0.237348,-0.0933924,-0.992872,0.401377,-0.839848,-0.513045,-0.438121,0.5625,2016
"1079","Boston University","Pat",33,18,0.751071,-0.0300913,0.429392,-0.680521,-0.666459,-0.437969,0.448099,-0.141096,0.545455,2016
"1080","Bucknell","Pat",30,16,0.718588,-0.202805,0.00165929,-0.323548,0.0928913,-0.345228,1.6994,1.01574,0.533333,2016
"1081","Colgate","Pat",29,12,0.848521,1.07528,-0.140918,0.345776,-0.642729,0.334874,-0.839471,1.09391,0.413793,2016
"1082","Lafayette","Pat",30,6,0.198855,0.971647,-0.23597,-0.859007,-1.66311,1.04589,-0.53118,0.0464994,0.2,2016
"1083","Lehigh","Pat",31,16,0.718588,0.349879,0.286814,-0.0111966,-0.0494868,-0.0670046,-0.513045,-0.938375,0.516129,2016
"1084","Loyola MD","Pat",30,9,-0.710677,0.660763,0.096711,-0.725142,0.496296,0.334874,0.701986,0.953209,0.3,2016
"1085","Navy","Pat",32,18,-0.125978,-0.410061,0.571969,0.747371,0.781052,-0.716193,1.49992,0.718715,0.5625,2016
"1086","American","Pat",30,8,0.133889,0.833476,0.714547,0.702749,-1.80548,-0.468883,-0.694393,1.03137,0.266667,2017
"1087","Army","Pat",31,13,0.523688,0.0735368,0.90465,-0.591277,-0.690188,-1.70543,-1.18403,-0.172362,0.419355,2017
"1088","Boston University","Pat",31,18,0.426238,0.142622,0.714547,0.925857,-0.286784,-0.314314,-0.204754,0.374791,0.580645,2017
"1089","Colgate","Pat",31,10,0.491205,0.833476,1.57001,-0.591277,-1.06986,-1.30355,-0.204754,0.593652,0.322581,2017
"1090","Holy Cross","Pat",32,15,0.166372,1.10982,-0.426073,3.15694,-2.35127,0.891321,-0.0234059,-0.688248,0.46875,2017
"1091","Lafayette","Pat",29,9,-0.255911,1.52433,0.952176,-0.189683,-2.20889,-0.128832,-0.930145,-0.688248,0.310345,2017
"1092","Lehigh","Pat",31,20,1.79054,0.0389941,0.524443,-0.0111966,-1.44954,-1.67452,-0.458641,-1.04781,0.645161,2017
"1093","Loyola MD","Pat",32,16,-1.03551,0.729848,1.57001,1.19359,0.875971,-0.468883,0.847064,0.171563,0.5,2017
"1094","Navy","Pat",31,16,-0.678194,1.00619,1.52249,2.30913,1.80143,-1.02533,0.248616,0.64055,0.516129,2017
"1095","American","Pat",30,6,0.263822,1.62796,0.809598,0.791992,-1.30716,0.582183,-0.748797,0.921943,0.2,2018
"1096","Army","Pat",29,13,0.783555,0.798934,0.0491851,0.479641,-0.52408,-0.592538,-1.81875,0.515487,0.448276,2018
"1097","Boston University","Pat",30,15,0.945971,0.937105,0.667021,0.658128,-0.239324,0.0257366,-0.313562,-0.75078,0.5,2018
"1098","Colgate","Pat",32,19,0.523688,1.07528,-1.09143,0.345776,-0.880026,-0.592538,-1.00268,-0.844577,0.59375,2018
"1099","Holy Cross","Pat",31,12,0.881005,0.315336,0.191763,0.613506,-2.375,0.736752,-0.875741,-0.125463,0.387097,2018
"1100","Lafayette","Pat",30,10,1.10839,0.660763,0.286814,-1.75144,-1.97159,-0.716193,-1.03895,-1.3761,0.333333,2018
"1101","Lehigh","Pat",29,16,0.978455,0.798934,-0.616177,-1.17136,-0.951215,-0.839848,-1.583,-0.641349,0.551724,2018
"1102","Loyola MD","Pat",30,9,-0.678194,1.48979,0.096711,0.033425,-0.0494868,-0.963502,-0.222889,0.875044,0.3,2018
"1103","Navy","Pat",31,20,-0.0934944,1.07528,1.23733,1.19359,0.567485,-2.26188,0.30302,-0.125463,0.645161,2018
"1104","American","Pat",30,15,1.0759,-0.65186,0.00165929,-0.412791,-0.761377,-0.654365,0.230481,-0.000399365,0.5,2019
"1105","Army","Pat",31,13,-0.0934944,1.10982,-1.04391,0.033425,-1.82921,-2.04548,-1.85502,-1.00091,0.419355,2019
"1106","Boston University","Pat",32,15,1.14087,1.55887,0.0491851,-0.189683,-0.168135,-1.36538,-1.76435,-0.359957,0.46875,2019
"1107","Bucknell","Pat",33,21,1.01094,-0.306433,-0.663702,-0.903629,-0.832566,-0.592538,-0.11408,-0.37559,0.636364,2019
"1108","Holy Cross","Pat",33,16,0.913488,1.28253,-1.23401,1.55056,-2.06651,1.04589,-2.07264,-1.25103,0.484848,2019
"1109","Lafayette","Pat",29,10,0.881005,1.59342,0.00165929,-1.48371,-1.68683,-0.870761,-1.81875,-0.563185,0.344828,2019
"1110","Lehigh","Pat",31,20,2.11537,0.0389941,-0.0933924,-1.34984,-1.37835,-0.623451,0.0672681,-0.672615,0.645161,2019
"1111","Loyola MD","Pat",32,11,0.556172,1.9043,0.381866,0.881236,-0.334243,0.0257366,-0.168484,-0.391222,0.34375,2019
"1112","Navy","Pat",31,12,-1.00303,0.695306,0.952176,-0.903629,0.591215,-1.24173,-0.730663,-0.797678,0.387097,2019
"1113","Appalachian St.","SB",29,12,-1.39283,0.177165,0.90465,-0.635899,0.496296,0.087564,-0.168484,0.437322,0.413793,2015
"1114","Arkansas Little Rock","SB",30,12,-0.74316,0.315336,-1.47164,0.568884,-0.215595,0.520356,0.266751,0.937576,0.4,2015
"1115","Arkansas St.","SB",28,10,-1.49028,-0.617317,0.619495,-0.457413,0.0928913,0.984062,-0.277293,-0.0160323,0.357143,2015
"1116","Georgia Southern","SB",28,19,-0.84061,-1.34271,-0.188444,1.50594,0.781052,0.829493,0.30302,-0.328691,0.678571,2015
"1117","Louisiana Lafayette","SB",33,19,0.0689221,-0.720945,0.857124,-0.10044,1.25565,-0.592538,0.919603,0.406057,0.575758,2015
"1118","Louisiana Monroe","SB",34,20,-1.39283,-1.86085,-0.331022,-0.635899,0.781052,-0.0360909,-1.52859,-0.797678,0.588235,2015
"1119","South Alabama","SB",31,10,-0.678194,-0.375518,1.04723,-1.52833,0.16408,1.10772,1.3367,-0.10983,0.322581,2015
"1120","Texas St.","SB",28,11,-1.91256,-0.859116,0.571969,1.99678,-0.0732165,0.705838,0.357425,0.280993,0.392857,2015
"1121","Troy","SB",27,8,-0.320877,0.24625,1.18981,0.390398,0.472566,1.2932,0.629446,-1.01654,0.296296,2015
"1122","UT Arlington","SB",30,15,-0.158461,-0.790031,0.999702,0.43502,0.591215,1.01498,0.647581,1.15644,0.5,2015
"1123","Appalachian St.","SB",31,9,-0.873094,0.384421,1.09475,-1.21598,0.875971,0.860407,0.828929,0.781247,0.290323,2016
"1124","Arkansas St.","SB",29,9,-1.32786,-1.03183,-0.331022,-1.6622,-0.310513,0.520356,1.01028,0.499854,0.310345,2016
"1125","Georgia Southern","SB",29,12,-0.775644,0.591677,-1.18649,0.613506,0.0928913,1.54051,0.575042,1.51599,0.413793,2016
"1126","Georgia St.","SB",28,14,-0.450811,-0.755488,-0.331022,1.14897,-1.14105,0.458529,0.538773,1.01574,0.5,2016
"1127","Louisiana Lafayette","SB",32,17,-0.353361,-0.064634,-0.568651,-0.94825,1.99127,-0.963502,1.39111,0.109031,0.53125,2016
"1128","Louisiana Monroe","SB",32,18,0.231339,-0.893659,-0.23597,-0.725142,0.520026,0.644011,-0.422371,-0.281792,0.5625,2016
"1129","South Alabama","SB",31,12,-1.23041,-0.582775,0.90465,-0.278926,0.282729,0.922234,0.683851,0.609285,0.387097,2016
"1130","Texas St.","SB",29,13,-1.06799,-0.168262,-0.426073,0.970479,0.116621,0.334874,0.575042,0.124664,0.448276,2016
"1131","Troy","SB",29,8,-1.36034,0.349879,-0.948857,-0.368169,0.0217023,0.613097,0.484368,0.15593,0.275862,2016
"1132","UT Arlington","SB",34,23,-0.223428,-1.06637,0.00165929,0.658128,1.65905,-1.02533,-0.0234059,1.3284,0.676471,2016
"1133","Appalachian St.","SB",28,9,-0.808127,0.937105,0.33434,-0.769764,-0.0969462,-0.716193,0.466233,1.56289,0.321429,2017
"1134","Arkansas St.","SB",31,20,0.653622,-0.306433,-0.0458665,0.0780467,0.401377,-0.623451,1.26416,1.09391,0.645161,2017
"1135","Coastal Carolina","SB",37,20,-0.450811,0.0735368,-0.283496,-0.903629,0.282729,-0.808934,-0.966415,-0.344324,0.540541,2017
"1136","Georgia Southern","SB",31,18,0.523688,0.418964,-0.80628,0.033425,-0.974944,1.0768,0.974007,-0.0160323,0.580645,2017
"1137","Georgia St.","SB",31,20,1.01094,-0.375518,0.619495,0.524263,0.140351,-0.128832,-0.11408,0.812513,0.645161,2017
"1138","Little Rock","SB",30,15,-0.255911,0.591677,0.381866,0.568884,-0.215595,-0.592538,-0.404236,0.859411,0.5,2017
"1139","Louisiana Lafayette","SB",31,21,0.523688,1.48979,-0.378547,0.658128,1.65905,-0.53071,1.39111,0.390424,0.677419,2017
"1140","Louisiana Monroe","SB",31,9,-0.710677,0.142622,0.33434,-0.94825,0.0454319,-0.0360909,-1.54673,-0.125463,0.290323,2017
"1141","South Alabama","SB",30,14,-0.483294,0.729848,-0.140918,1.68442,-0.500351,0.674925,0.683851,0.875044,0.466667,2017
"1142","Texas St.","SB",34,22,0.198855,-0.824574,-0.23597,0.568884,-0.263054,0.0257366,0.411829,0.202829,0.647059,2017
"1143","UT Arlington","SB",34,27,0.848521,-0.410061,0.00165929,0.658128,0.781052,0.087564,0.0128637,0.280993,0.794118,2017
"1144","Appalachian St.","SB",31,15,0.00395553,0.418964,0.096711,-0.635899,0.0454319,-1.21081,0.411829,0.280993,0.483871,2018
"1145","Arkansas St.","SB",30,11,-0.158461,2.04247,-0.0458665,0.0780467,0.21154,0.55127,-0.259158,0.0777652,0.366667,2018
"1146","Coastal Carolina","SB",29,14,-0.288394,-0.168262,1.57001,-0.278926,1.16073,-0.345228,0.774525,0.843778,0.482759,2018
"1147","Georgia Southern","SB",31,21,-0.223428,-0.133719,-1.23401,0.747371,0.235269,0.736752,0.665716,0.0621323,0.677419,2018
"1148","Little Rock","SB",30,7,-0.808127,0.24625,1.42743,0.568884,-0.239324,0.520356,-0.440506,0.890677,0.233333,2018
"1149","Louisiana Lafayette","SB",32,27,0.913488,-0.340976,-0.188444,0.43502,1.56413,-0.499797,0.629446,0.202829,0.84375,2018
"1150","Louisiana Monroe","SB",29,16,0.00395553,0.453507,-0.426073,-0.0111966,-0.974944,-0.252487,-1.85502,-0.641349,0.551724,2018
"1151","South Alabama","SB",30,14,-0.483294,-0.962744,1.04723,-0.10044,-0.856296,0.0257366,0.575042,0.499854,0.466667,2018
"1152","Texas St.","SB",31,15,-0.353361,0.557135,1.04723,0.345776,0.614944,-0.561624,0.321155,-0.75078,0.483871,2018
"1153","Troy","SB",31,16,0.491205,0.0389941,-0.331022,-0.903629,-0.57154,-0.190659,-0.168484,-0.500653,0.516129,2018
"1154","UT Arlington","SB",33,21,0.848521,-0.306433,0.667021,0.301155,0.353918,-0.561624,0.0491333,-0.0160323,0.636364,2018
"1155","Appalachian St.","SB",29,11,0.491205,1.28253,-0.426073,-0.546656,-0.808837,0.087564,0.448099,-0.10983,0.37931,2019
"1156","Arkansas St.","SB",30,13,-0.873094,0.522592,0.33434,-0.680521,1.04208,0.087564,0.611312,1.39093,0.433333,2019
"1157","Coastal Carolina","SB",32,17,0.621138,0.315336,0.429392,-0.278926,0.804782,-0.283401,0.883333,1.17207,0.53125,2019
"1158","Georgia Southern","SB",31,21,1.43322,0.453507,-0.0458665,0.613506,-0.452891,-0.252487,0.0854029,-0.547552,0.677419,2019
"1159","Little Rock","SB",29,10,1.4657,0.764391,1.85517,0.345776,-1.18851,-0.716193,1.44551,0.859411,0.344828,2019
"1160","Louisiana Lafayette","SB",30,19,0.328789,1.07528,-0.616177,0.613506,-0.0494868,0.736752,0.103538,0.327892,0.633333,2019
"1161","Louisiana Monroe","SB",34,19,1.33577,0.971647,-1.18649,-0.546656,-0.57154,-0.159746,0.230481,-1.00091,0.558824,2019
"1162","South Alabama","SB",32,17,0.978455,0.695306,0.381866,0.479641,-0.903755,0.736752,0.103538,0.280993,0.53125,2019
"1163","Texas St.","SB",32,24,0.0364388,-0.548232,0.429392,0.925857,0.92343,-1.48904,-0.0234059,0.734348,0.75,2019
"1164","Troy","SB",28,12,0.361272,0.902562,0.571969,-0.680521,-0.500351,0.489442,-0.513045,-0.313058,0.428571,2019
"1165","UT Arlington","SB",32,17,-0.93806,-0.720945,0.762073,-0.234305,0.401377,-0.468883,-0.00527108,0.499854,0.53125,2019
"1166","Chattanooga","SC",30,20,0.198855,-0.720945,0.33434,0.033425,0.757322,0.984062,1.68126,1.31277,0.666667,2015
"1167","East Tennessee St.","SC",28,14,-0.0285278,0.418964,0.00165929,1.23821,0.0691616,1.0768,0.955873,1.17207,0.5,2015
"1168","Furman","SC",31,9,-0.288394,0.764391,1.14228,-0.94825,0.0454319,0.860407,1.73567,0.26536,0.290323,2015
"1169","Mercer","SC",33,17,-0.190944,-0.410061,-0.521125,0.256533,0.94716,1.01498,1.02841,-0.453754,0.515152,2015
"1170","Samford","SC",31,12,-0.0285278,1.10982,0.239288,1.10434,0.18781,1.41685,0.611312,1.65669,0.387097,2015
"1171","The Citadel","SC",27,8,0.588655,1.73159,1.42743,-1.21598,0.472566,1.57142,0.629446,-0.813311,0.296296,2015
"1172","UNC Greensboro","SC",30,8,-0.0610111,0.24625,0.0491851,-0.189683,0.306458,0.0566503,-0.585584,2.14131,0.266667,2015
"1173","VMI","SC",28,9,-0.970544,1.07528,0.429392,0.836614,0.614944,1.35503,-0.857606,1.17207,0.321429,2015
"1174","Western Carolina","SC",30,13,-0.353361,0.00445143,0.667021,0.925857,1.27938,1.35503,0.0128637,2.76663,0.433333,2015
"1175","East Tennessee St.","SC",34,22,1.01094,0.142622,-0.283496,-0.368169,-0.239324,0.334874,0.0672681,0.781247,0.647059,2016
"1176","Furman","SC",33,17,0.523688,0.24625,0.857124,0.256533,0.662404,-0.221573,1.59059,0.499854,0.515152,2016
"1177","Mercer","SC",32,16,-0.158461,-0.27189,0.096711,-0.903629,1.61159,-0.53071,-0.513045,-0.203627,0.5,2016
"1178","Samford","SC",31,11,0.0689221,0.453507,0.429392,1.0151,0.0217023,0.922234,1.84448,1.26587,0.354839,2016
"1179","The Citadel","SC",29,7,-0.353361,2.59515,-0.853806,0.301155,-0.618999,1.94239,-0.621854,1.50036,0.241379,2016
"1180","UNC Greensboro","SC",31,12,0.458722,0.62622,-0.473599,-0.546656,-0.52408,-0.623451,-1.18403,0.578019,0.387097,2016
"1181","VMI","SC",27,6,-0.905577,1.00619,-0.0933924,0.033425,-0.713918,1.38594,-1.36538,1.03137,0.222222,2016
"1182","Western Carolina","SC",31,13,-0.353361,0.315336,0.619495,0.970479,0.258999,0.984062,0.665716,1.59416,0.419355,2016
"1183","Wofford","SC",30,13,0.588655,1.35162,-0.331022,-0.457413,-0.737648,-1.11807,0.701986,1.04701,0.433333,2016
"1184","Chattanooga","SC",29,19,0.653622,0.211708,0.524443,1.23821,0.448837,0.984062,1.04655,0.374791,0.655172,2017
"1185","Furman","SC",33,23,1.62812,-0.237348,0.239288,0.390398,-0.500351,-0.747106,-0.440506,-0.172362,0.69697,2017
"1186","Mercer","SC",30,15,0.166372,-0.0300913,-0.331022,-1.30522,1.08954,-0.345228,-0.313562,0.0777652,0.5,2017
"1187","Samford","SC",34,20,1.01094,-0.0991767,0.144237,-0.635899,0.0217023,0.520356,1.26416,-0.469387,0.588235,2017
"1188","The Citadel","SC",30,12,-0.190944,2.69878,-0.711228,0.479641,-0.310513,1.81873,-0.313562,0.953209,0.4,2017
"1189","UNC Greensboro","SC",32,25,0.816038,0.0389941,0.571969,0.345776,1.18446,0.273046,-0.803202,-0.000399365,0.78125,2017
"1190","VMI","SC",28,6,-0.580744,2.28427,0.096711,-0.323548,-0.642729,0.860407,-0.91201,0.765614,0.214286,2017
"1191","Western Carolina","SC",30,9,-2.20491,0.971647,2.14032,0.211911,0.520026,-0.159746,-1.23844,1.84429,0.3,2017
"1192","Wofford","SC",30,16,0.913488,1.14436,-0.568651,-0.278926,-0.286784,-0.407055,-0.476776,0.546753,0.533333,2017
"1193","Chattanooga","SC",31,10,0.0689221,1.80067,0.90465,0.256533,-0.642729,-0.53071,0.0128637,-1.07907,0.322581,2018
"1194","East Tennessee St.","SC",32,25,1.2708,-1.03183,0.476918,0.881236,0.330188,-0.561624,-0.259158,-0.21926,0.78125,2018
"1195","Furman","SC",31,23,1.62812,0.00445143,-1.04391,0.881236,-0.54781,-0.283401,-1.14776,-0.766413,0.741935,2018
