G,W,ADJOE,ADJDE,BARTHAG,EFG_O,EFG_D,TOR,TORD,ORB,DRB,FTR,FTRD,2P_O,2P_D,3P_O,3P_D,ADJ_T,WAB
1.002194704003772641e+00 ,6.469205937354052249e-01 ,1.465398426537753984e-01 ,-7.972057080256992334e-01 ,6.972352210510306403e-01 ,1.323534197371529220e-01 ,-1.268632623680369331e+00 ,-1.572718176377393418e-01 ,-1.122272324049889275e-01 ,6.180620888821253267e-01 ,1.407446088690735286e-01 ,-1.209827362804561268e+00 ,5.967520581758580800e-01 ,-3.141453040060406265e-01 ,-1.273247677528062338e+00 ,2.462269982381380673e-01 ,-5.651265215652676588e-01 ,-3.114011210042541000e-01 ,1.245064209695520702e-01
6.263716900023580392e-01 ,3.483418581652182877e-01 ,1.051761140181689536e+00 ,-6.289440101802257210e-01 ,1.147245522872794465e+00 ,5.360490442428809121e-01 ,-6.137436255129873341e-01 ,-2.055678876209837691e-01 ,-6.544367115302997251e-02 ,-3.203026934784298230e-01 ,3.123963034939675198e-01 ,1.402233063739701135e+00 ,3.530617156414689317e-01 ,1.390199188277338571e+00 ,-4.383066147039990090e-01 ,-6.589294262393174950e-01 ,-7.262960597081956626e-01 ,-7.953668277966320366e-01 ,8.730213075098216535e-01
-1.252743380004714746e+00 ,-1.144551819685716731e+00 ,-1.285601314629196690e+00 ,1.772609313614241344e+00 ,-1.587912412116677219e+00 ,-1.327161530398934586e+00 ,4.547594767601109700e-01 ,1.339906351842815813e+00 ,-3.461450386647887401e-01 ,1.099925085229439325e+00 ,1.822931216193033999e+00 ,9.598679915023661247e-01 ,6.454901266827354211e-01 ,-7.097967040003981820e-01 ,8.604905941334324293e-01 ,-1.698183098787509504e+00 ,-4.442493679580723498e-01 ,-5.347699087545807473e-01 ,-1.171000113427068445e+00
-1.628566394006129459e+00 ,1.990524903801247636e-01 ,-1.069429064473275570e+00 ,4.418122488364154554e-01 ,-1.048991929345726382e+00 ,-2.402886951912088509e-01 ,-7.860828355570353976e-01 ,2.773928122114537320e-01 ,7.490701260285022312e-02 ,1.302814767901991244e+00 ,-6.488531864054389864e-01 ,-5.146822492887495049e-01 ,-2.805331749479425540e-01 ,-4.054494732355087838e-01 ,-8.093915315146943401e-01 ,4.138485583265560375e-01 ,-3.233722143508741542e-01 ,1.140495999372884928e+00 ,8.132286982299807843e-02
-5.010973520018856542e-01 ,-1.592419923040997221e+00 ,-1.447730502246137307e+00 ,2.430359587010177513e+00 ,-1.730246693022174265e+00 ,-1.824017683636752540e+00 ,1.247519842962730996e+00 ,-9.300089373696400763e-01 ,-2.057943549089085167e-01 ,-1.681354314740158284e-01 ,1.651279521568139952e+00 ,9.620285046756954506e-02 ,4.180458069839724788e-01 ,-1.348925888606666623e+00 ,9.223380802685468005e-01 ,-1.932853282911295434e+00 ,1.530077474292805606e+00 ,7.309865551639509462e-01 ,-1.847542414723081450e+00
6.263716900023580392e-01 ,1.990524903801247636e-01 ,-3.398477201970461214e-01 ,2.276609970330863431e-01 ,-4.106324284079211351e-01 ,1.374493802831696643e+00 ,6.270986868041590334e-01 ,1.325046022617221431e-01 ,1.291279605153809795e+00 ,-2.425283151206163890e+00 ,1.750749477940528043e-01 ,-5.568122561684962779e-01 ,-7.029297686742173035e-01 ,1.238025572894893900e+00 ,9.223380802685468005e-01 ,1.084334798680227863e+00 ,-8.161790713648064965e-02 ,-2.880142180133031360e+00 ,-3.361181245936906148e-01
-8.769203660033002556e-01 ,-5.473943485453427460e-01 ,-8.802783455868464779e-01 ,5.947774286959356393e-01 ,-1.018185331560700790e+00 ,-1.047679944202662750e+00 ,4.892273187689210601e-01 ,7.120574420606484711e-01 ,-8.607642124363489300e-01 ,1.361990925348130210e-01 ,-4.428711528555657195e-01 ,-7.253322836874802615e-01 ,4.438728176457627100e-02 ,-9.837092116887983240e-01 ,1.107880538673894577e+00 ,-8.600752983454195144e-01 ,-8.471732133153938582e-01 ,3.214771109550117467e-01 ,-5.664303973753119781e-01
1.002194704003772641e+00 ,3.483418581652182877e-01 ,7.545242962173008827e-01 ,-7.972057080256992334e-01 ,1.080952844094891674e+00 ,5.981560633976067409e-01 ,3.513559507336831422e-01 ,7.603535120438912331e-01 ,2.812345135089126813e-02 ,2.376439338710898963e-01 ,-2.056397082329568970e+00 ,1.065193008701731614e+00 ,-5.242235174823317578e-01 ,6.597658344416043041e-01 ,2.110919897147167101e-01 ,2.797513102558221720e-01 ,7.242297835781624782e-01 ,5.076177674136189699e-01 ,5.707364494839436420e-01
-5.010973520018856542e-01 ,-5.473943485453427460e-01 ,7.898601448005035386e-02 ,8.701147524430714597e-01 ,-5.046120494989481120e-01 ,-4.266097526553908614e-01 ,6.270986868041590334e-01 ,-1.702746057101539812e+00 ,4.023919413665695832e-01 ,-6.246372174872595329e-01 ,3.775359209413690215e-02 ,-2.197722011305266732e-01 ,5.642600125046057791e-01 ,-5.880578116944429334e-01 ,3.657107050525060798e-01 ,-5.549180992101378912e-02 ,7.645221681138922865e-01 ,-8.803233325392219311e-02 ,-7.679536360592307265e-01
2.505486760009434932e-01 ,-5.473943485453427460e-01 ,-1.650391986767312469e+00 ,9.771903783447360992e-01 ,-1.522399647206749806e+00 ,-8.303053771611188516e-01 ,6.960343708217792136e-01 ,2.112643471574716436e+00 ,2.741570003964567626e+00 ,-9.205180047180838709e-02 ,2.887171722867376999e+00 ,-3.040322148900186927e-01 ,1.863941839354681163e+00 ,-1.075013380918264261e+00 ,2.729394758498311369e-01 ,-2.901619940447999202e-01 ,1.006276475328285791e+00 ,-3.114011210042541000e-01 ,-1.055843977036257542e+00
