"","EFG_O","EFG_D","TOR","TORD","ORB","DRB","FTR","FTRD","WR","YEAR"
"2558",-1.32786,0.729848,0.90465,-0.680521,-1.23597,-1.33447,-0.712528,-0.328691,0.238095,2021
"2559",-0.190944,1.31707,2.473,-1.43909,-0.0969462,-0.314314,-0.386102,-0.938375,0.217391,2021
"2560",-0.970544,0.557135,2.42548,0.301155,-1.11732,-0.0670046,0.0491333,-0.563185,0.238095,2021
"2561",0.718588,2.52607,1.85517,1.41669,-3.32418,1.81873,-0.658123,-0.313058,0.2,2021
"2562",-1.16544,1.1789,-0.283496,-0.814386,-1.44954,-0.870761,-0.966415,-0.578818,0.2,2021
"2563",-0.320877,0.384421,0.239288,-0.635899,-1.40208,1.50959,-1.51046,-0.0160323,0.192308,2021
"2564",0.0689221,1.62796,1.85517,-0.234305,-0.666459,-0.53071,-1.36538,-1.26667,0.185185,2021
"2565",-1.65269,-2.10265,1.28486,-0.278926,-0.263054,-0.0360909,-0.49491,0.406057,0.4,2021
"2566",0.426238,1.6625,-0.521125,-0.0111966,-1.04613,-0.128832,0.194212,-1.0947,0.4,2021
"2567",0.393755,-0.27189,0.714547,0.301155,0.472566,-1.21081,0.157942,-0.21926,0.352941,2021
"2568",0.231339,-0.237348,1.09475,-0.368169,-1.42581,0.55127,0.575042,0.0152336,0.333333,2021
"2569",-1.03551,2.97512,-0.758754,0.211911,-1.21224,0.644011,-1.38351,-1.03217,0.4,2021
"2570",-0.645711,0.937105,1.14228,-0.10044,-0.0969462,-1.39629,-1.34725,0.484221,0.352941,2021
"2571",-1.78263,1.83522,0.714547,1.46132,-0.00202743,0.30396,-0.095945,2.39144,0.315789,2021
"2572",-1.03551,1.07528,0.524443,1.50594,0.686133,0.55127,-1.20217,0.656183,0.285714,2021
"2573",-1.16544,3.04421,0.144237,-0.323548,-2.73094,0.396701,-0.11408,-1.79819,0.333333,2021
"2574",-0.288394,1.52433,0.619495,-0.323548,-0.737648,-1.11807,-1.09336,-0.422488,0.285714,2021
"2575",-0.613227,2.80241,-0.378547,-0.10044,-1.30716,-0.499797,-0.748797,-0.250526,0.272727,2021
"2576",-1.94504,1.04073,1.42743,0.524263,0.472566,0.334874,-0.295428,0.140297,0.3,2021
"2577",-0.645711,0.488049,0.714547,-0.0111966,-0.120676,-0.283401,-0.150349,-0.844577,0.272727,2021
"2578",-0.515777,1.10982,-0.188444,-0.635899,-0.737648,-0.870761,-1.00268,0.187196,0.26087,2021
"2579",-0.385844,1.38616,1.85517,-0.0111966,-0.856296,0.520356,-1.1659,-1.03217,0.25,2021
"2580",-0.93806,0.142622,-0.901332,0.702749,-0.642729,-0.839848,-0.53118,-0.500653,0.538462,2021
"2581",-0.125978,-0.686403,1.09475,-0.635899,-0.334243,-1.02533,0.774525,-0.37559,0.5,2021
"2582",0.198855,0.418964,-0.331022,1.0151,-1.66311,-0.685279,-0.0778102,-0.86021,0.4375,2021
"2583",1.6606,1.52433,0.429392,-0.10044,-2.99197,0.674925,-2.48974,-1.93888,0.5,2021
"2584",-0.418327,0.522592,-1.23401,0.122668,-0.666459,0.613097,0.466233,-0.48502,0.4375,2021
"2585",-1.23041,0.315336,0.714547,-0.769764,-0.168135,0.705838,-0.458641,-1.75129,0.411765,2021
"2586",-0.0610111,1.24799,-0.188444,-1.52833,-0.0257571,-1.11807,-1.05709,-0.766413,0.388889,2021
"2587",-1.29538,0.764391,-1.18649,1.0151,-1.23597,-0.0979183,-0.0596754,-0.844577,0.368421,2021
"2588",-2.36733,-0.755488,0.952176,1.6398,0.614944,-0.00517715,0.176077,1.87555,0.35,2021
"2589",-1.03551,0.971647,2.0928,1.59518,0.781052,-0.376142,0.121672,1.07827,0.333333,2021
"2590",-1.32786,1.48979,-0.663702,-1.12674,-0.334243,-1.98366,0.357425,0.624918,0.333333,2021
"2591",-0.385844,1.35162,-0.378547,-0.189683,-0.642729,0.829493,0.30302,-1.1416,0.35,2021
"2592",0.166372,0.522592,0.286814,-0.859007,-1.33089,-0.994416,-1.96383,-1.26667,0.291667,2021
"2593",-0.548261,0.10808,0.191763,1.14897,-1.56819,0.736752,-1.70994,-0.125463,0.269231,2021
"2594",-0.548261,-0.0991767,0.476918,-0.234305,-1.47327,-0.190659,-0.639989,-1.00091,0.269231,2021
"2595",0.0364388,0.280793,-1.13896,0.568884,-1.18851,-1.21081,-0.0596754,-0.21926,0.533333,2021
"2596",-0.288394,0.902562,0.191763,0.122668,-0.974944,-1.33447,-0.730663,0.0464994,0.444444,2021
"2597",-0.710677,1.04073,1.76012,1.81829,0.828511,0.180305,-0.150349,-0.813311,0.444444,2021
"2598",-1.52276,-0.410061,-0.0933924,0.881236,-0.57154,-0.561624,-0.259158,0.546753,0.444444,2021
"2599",-0.613227,-0.997287,1.57001,0.925857,0.116621,-0.870761,1.08282,0.937576,0.421053,2021
"2600",0.231339,1.9043,-1.80432,0.0780467,-1.14105,-0.468883,-0.549315,-0.438121,0.444444,2021
"2601",-0.418327,-0.755488,2.42548,1.23821,0.21154,0.705838,-0.857606,-0.141096,0.4,2021
"2602",-1.42531,0.660763,1.04723,0.479641,-1.09359,0.953148,0.157942,0.26536,0.421053,2021
"2603",0.133889,0.695306,0.90465,-0.0558182,-1.497,0.829493,-0.367967,-0.156729,0.421053,2021
"2604",0.913488,0.0735368,1.33238,-1.08212,-0.832566,1.9733,-1.65554,-0.469387,0.380952,2021
"2605",2.70007,0.833476,2.37795,-0.725142,-0.737648,0.396701,-0.785067,-0.688248,0.347826,2021
"2606",-1.39283,2.49153,1.09475,0.881236,-0.144406,1.04589,-1.12963,0.26536,0.347826,2021
"2607",-0.84061,0.0735368,0.90465,0.033425,-1.30716,-1.95274,-1.05709,-0.828944,0.347826,2021
"2608",-0.223428,1.1789,-1.51917,-0.769764,-0.785107,-0.0360909,-1.31098,-0.453754,0.32,2021
"2609",-1.45779,1.80067,1.47496,1.50594,0.353918,0.087564,1.17349,0.484221,0.307692,2021
"2610",0.231339,0.280793,-1.7568,-1.17136,-1.33089,-0.314314,-0.766932,-0.172362,0.6,2021
"2611",-0.74316,-0.962744,0.381866,0.43502,0.401377,0.180305,-0.53118,0.109031,0.5,2021
"2612",-0.84061,-0.064634,0.286814,1.0151,0.852241,-0.314314,-0.603719,-1.00091,0.5,2021
"2613",0.491205,-0.720945,0.571969,1.41669,-2.01905,0.644011,-0.639989,-0.281792,0.5,2021
"2614",-0.613227,0.211708,0.00165929,-1.48371,0.0691616,0.705838,-0.168484,-1.12597,0.5,2021
"2615",-0.645711,0.522592,-1.04391,-0.189683,-0.429162,-1.82909,-1.38351,-0.250526,0.529412,2021
"2616",0.556172,0.660763,-1.13896,-0.412791,-1.21224,-1.08716,-1.34725,-0.203627,0.529412,2021
"2617",-0.125978,0.902562,-1.13896,0.568884,0.21154,0.242133,-0.694393,0.671816,0.473684,2021
"2618",-2.23739,-0.686403,0.144237,2.44299,0.16408,1.41685,0.575042,1.35966,0.6,2021
"2619",-1.06799,-0.202805,-1.66174,0.658128,-1.42581,-0.345228,0.0128637,-0.359957,0.45,2021
"2620",-1.55524,0.557135,0.999702,-0.368169,1.06581,-0.932589,-0.00527108,-0.203627,0.428571,2021
"2621",-1.78263,0.24625,0.619495,1.81829,0.282729,-1.82909,0.0128637,1.85992,0.5,2021
"2622",-0.483294,1.45525,-0.948857,0.033425,-1.18851,-0.190659,-0.513045,-0.37559,0.428571,2021
"2623",-0.0610111,-0.720945,0.096711,-1.97455,-1.33089,-0.592538,-2.12704,-0.156729,0.409091,2021
"2624",-0.970544,-2.03357,0.33434,-0.635899,-1.92413,-0.53071,0.157942,-0.328691,0.409091,2021
"2625",-0.418327,-0.755488,0.619495,0.791992,-2.56483,0.922234,1.68126,-1.21977,0.409091,2021
"2626",-1.26289,-0.617317,0.667021,0.0780467,0.235269,-0.747106,-0.277293,-0.813311,0.409091,2021
"2627",0.133889,0.0389941,-0.711228,-0.323548,-2.23262,-1.14898,-1.40165,-0.172362,0.391304,2021
"2628",-1.32786,0.798934,-0.0458665,0.658128,0.638674,-0.407055,0.683851,-0.10983,0.375,2021
"2629",0.653622,1.00619,0.381866,0.301155,-0.144406,1.13863,-0.621854,-0.141096,0.375,2021
"2630",-0.905577,-1.17,0.524443,-0.323548,0.781052,0.30396,-0.00527108,-0.797678,0.36,2021
"2631",0.0689221,0.695306,0.952176,0.345776,-0.57154,-0.128832,-1.85502,0.202829,0.375,2021
"2632",-0.223428,0.280793,0.667021,-0.10044,-1.82921,-1.48904,0.484368,-1.78255,0.375,2021
"2633",1.0759,2.52607,-0.711228,-0.145061,-2.42246,-1.67452,-1.65554,-0.078564,0.36,2021
"2634",0.426238,0.695306,0.524443,0.524263,-0.286784,-0.314314,-0.295428,-0.172362,0.36,2021
"2635",0.198855,1.31707,1.04723,1.28283,-0.832566,1.26229,-1.90942,-0.0160323,0.409091,2021
"2636",-0.223428,0.868019,1.95022,0.43502,-0.618999,0.705838,-0.241023,-0.172362,0.36,2021
"2637",-0.158461,1.07528,0.00165929,-0.769764,-1.37835,-0.901675,0.0128637,-0.688248,0.346154,2021
"2638",-0.190944,0.62622,0.619495,0.033425,-0.120676,0.0257366,-1.60113,-0.59445,0.333333,2021
"2639",-0.873094,1.00619,1.71259,0.479641,0.140351,-0.499797,-1.20217,-0.406855,0.321429,2021
"2640",-0.158461,1.00619,0.286814,-0.457413,-1.18851,-1.36538,-0.095945,-0.125463,0.321429,2021
"2641",1.10839,-1.06637,-0.283496,0.16729,-0.642729,-1.95274,-0.277293,-0.203627,0.666667,2021
"2642",-0.710677,-0.479147,0.762073,0.0780467,-0.168135,0.0257366,-1.90942,-1.26667,0.625,2021
"2643",-0.548261,1.00619,0.809598,2.13064,-0.57154,-0.592538,0.33929,0.90631,0.588235,2021
"2644",-1.49028,-0.202805,-1.13896,-0.323548,-0.476621,-2.32371,-0.313562,0.687449,0.555556,2021
"2645",0.556172,-0.617317,0.381866,-0.635899,-2.16143,-0.994416,-1.54673,-0.86021,0.526316,2021
"2646",-0.515777,-0.168262,-0.568651,-0.323548,-1.11732,-2.10731,-2.0545,0.734348,0.555556,2021
"2647",1.53067,-0.133719,1.18981,0.479641,-0.59527,1.13863,-0.785067,-0.391222,0.5,2021
"2648",-0.418327,0.695306,-0.140918,2.13064,-2.375,0.674925,0.647581,1.67232,0.666667,2021
"2649",-0.353361,-0.0300913,-0.188444,-0.502034,1.23192,-1.08716,0.429964,-0.234893,0.454545,2021
"2650",-0.125978,0.868019,-1.61422,-0.0111966,-1.18851,-0.839848,-0.241023,0.0308665,0.454545,2021
"2651",-1.84759,-0.133719,-0.996383,1.55056,-1.52073,0.334874,0.375559,-0.75078,0.434783,2021
"2652",0.458722,-0.410061,0.476918,-0.635899,-0.357973,0.30396,-1.05709,0.140297,0.434783,2021
"2653",1.04342,1.59342,2.04527,-0.412791,-0.54781,-0.437969,-0.694393,-0.641349,0.555556,2021
"2654",-0.223428,-0.755488,0.476918,-0.502034,0.16408,-0.870761,0.79266,-0.203627,0.4,2021
"2655",-0.775644,1.00619,-0.663702,-0.0111966,-0.785107,-1.33447,-0.930145,-0.985273,0.4,2021
"2656",0.0364388,0.971647,0.191763,-0.814386,-0.690188,-2.35462,-1.45605,-1.11034,0.434783,2021
"2657",0.783555,0.453507,1.71259,1.14897,-0.00202743,0.767666,-0.259158,0.562386,0.416667,2021
"2658",-0.808127,0.868019,-0.0933924,-0.278926,-0.52408,-1.02533,-0.313562,-2.34534,0.37037,2021
"2659",-1.45779,-0.340976,0.429392,-1.03749,-0.286784,-0.901675,-0.0778102,-0.641349,0.37037,2021
"2660",-0.873094,0.0735368,-0.331022,-0.368169,-1.99532,-0.994416,-1.52859,-0.938375,0.384615,2021
"2661",-1.26289,0.764391,0.667021,0.613506,-0.690188,-0.252487,-0.676258,-1.15724,0.357143,2021
"2662",0.491205,-1.30817,0.667021,0.702749,0.282729,-0.128832,-0.585584,0.0933982,0.6875,2021
"2663",0.231339,0.00445143,0.524443,-0.859007,-0.0494868,-1.21081,-0.766932,-1.11034,0.578947,2021
"2664",-1.45779,0.660763,-0.0458665,2.39837,-0.405432,1.94239,0.230481,-0.563185,0.578947,2021
"2665",0.458722,-0.306433,0.809598,-1.21598,-1.11732,-1.61269,-0.404236,-0.000399365,0.578947,2021
"2666",0.491205,-0.479147,1.18981,-1.70682,0.567485,-1.70543,1.62686,-0.0316652,0.55,2021
"2667",0.426238,-0.582775,1.09475,-1.03749,-0.54781,-0.901675,0.484368,0.734348,0.478261,2021
"2668",0.0689221,-0.27189,1.37991,0.390398,-0.263054,0.613097,-0.694393,-0.187994,0.478261,2021
"2669",-0.288394,-0.548232,0.619495,1.37207,-0.666459,0.798579,-0.259158,0.0464994,0.52381,2021
"2670",-0.353361,0.453507,0.667021,0.925857,-1.04613,0.242133,-0.0415407,-1.07907,0.5,2021
"2671",-0.613227,-0.168262,0.33434,-0.502034,0.353918,-0.468883,0.0128637,-1.07907,0.52381,2021
"2672",0.426238,0.764391,0.429392,1.72905,-1.82921,-1.51995,-0.730663,3.20435,0.55,2021
"2673",-0.645711,1.00619,-1.13896,0.479641,0.614944,-1.45812,-1.2203,-0.203627,0.44,2021
"2674",0.426238,1.21345,0.476918,-0.323548,-0.357973,-0.963502,-1.2203,-0.625716,0.5,2021
"2675",-0.125978,-0.306433,-0.23597,-0.323548,-1.68683,0.736752,-1.07522,0.0933982,0.44,2021
"2676",-0.223428,0.833476,-1.7568,0.925857,-1.87667,0.180305,-0.222889,0.202829,0.44,2021
"2677",0.458722,-0.0991767,-0.853806,0.568884,-1.06986,-1.48904,-2.38093,0.79688,0.44,2021
"2678",1.30329,0.24625,-1.42412,-2.64387,-1.73429,0.0566503,-1.56486,-2.36097,0.423077,2021
"2679",0.816038,-0.513689,-0.568651,-0.189683,-0.642729,-0.437969,-0.821337,0.26536,0.423077,2021
"2680",0.166372,0.211708,1.76012,0.658128,0.425107,-0.468883,0.575042,-1.0947,0.44,2021
"2681",0.00395553,0.62622,1.42743,0.479641,-0.405432,-1.82909,1.08282,0.64055,0.407407,2021
"2682",0.621138,1.38616,0.381866,-1.21598,-1.59192,-1.55086,-0.422371,-0.985273,0.44,2021
"2683",-1.78263,0.418964,1.28486,-0.278926,-0.239324,-0.963502,-0.259158,-0.672615,0.44,2021
"2684",-0.320877,1.1789,0.381866,-0.278926,-0.737648,0.674925,-0.803202,0.0464994,0.392857,2021
"2685",0.686105,-1.4118,0.381866,-0.368169,-0.310513,-0.747106,0.484368,-1.57932,0.705882,2021
"2686",-1.68518,-2.17174,1.37991,1.50594,-0.0969462,-0.901675,1.39111,1.00011,0.666667,2021
"2687",-0.450811,-0.513689,-0.473599,1.0151,-0.856296,-0.314314,0.665716,0.562386,0.6,2021
"2688",-0.158461,-0.202805,-0.188444,-0.0558182,1.18446,-1.05624,-0.639989,-0.125463,0.705882,2021
"2689",-0.710677,-0.928202,-0.426073,-0.769764,-1.497,-1.42721,0.974007,-0.735147,0.631579,2021
"2690",-0.255911,-1.51543,1.28486,-0.278926,-1.497,-1.27264,-0.549315,-0.406855,0.571429,2021
"2691",0.751071,0.798934,-0.23597,0.390398,-1.56819,-1.55086,-0.94828,-1.73565,0.6,2021
"2692",1.69309,1.4207,-0.901332,-0.0558182,-0.500351,-0.128832,-1.67367,-1.93888,0.545455,2021
"2693",-0.483294,-0.168262,0.857124,-0.0111966,-0.0494868,-1.30355,-0.277293,0.468588,0.521739,2021
"2694",0.198855,0.591677,-1.13896,-0.234305,-0.334243,-0.159746,-1.6374,-1.15724,0.545455,2021
"2695",-1.10048,0.142622,-1.42412,1.37207,-0.713918,0.180305,-1.11149,0.875044,0.631579,2021
"2696",-0.775644,-0.133719,-1.23401,0.16729,-1.06986,-1.27264,-0.839471,0.953209,0.571429,2021
"2697",-0.353361,0.418964,1.33238,0.122668,0.282729,-1.39629,0.411829,-0.187994,0.545455,2021
"2698",-0.678194,-1.13546,1.37991,1.05972,-0.785107,0.644011,1.3367,0.515487,0.521739,2021
"2699",0.198855,0.0389941,-0.378547,-0.457413,-1.44954,-0.654365,-0.331697,-0.078564,0.545455,2021
"2700",1.04342,0.384421,-0.140918,0.43502,-1.35462,-0.00517715,-1.03895,-1.17287,0.48,2021
"2701",0.00395553,0.211708,1.04723,-0.725142,-0.0969462,-0.0670046,-0.386102,-0.86021,0.461538,2021
"2702",0.751071,1.04073,-0.0933924,0.16729,-3.0157,-1.21081,-0.857606,-1.70439,0.48,2021
"2703",-0.450811,-0.444604,-0.711228,-0.457413,-0.903755,-0.654365,1.26416,-0.203627,0.444444,2021
"2704",0.263822,0.62622,0.429392,-0.412791,-0.120676,-1.39629,-2.38093,-0.172362,0.48,2021
"2705",-0.0285278,0.557135,0.524443,0.881236,-0.286784,-0.808934,-0.549315,-0.156729,0.444444,2021
"2706",0.00395553,0.349879,0.096711,-0.368169,-0.310513,-1.02533,-2.16331,-0.719514,0.461538,2021
"2707",-0.385844,1.83522,-0.426073,0.033425,0.16408,1.26229,-0.241023,-2.11084,0.4,2021
"2708",-2.78961,3.45872,1.47496,-1.08212,-3.0157,2.59158,-1.65554,-0.313058,0,2021
"2709",0.913488,0.522592,0.00165929,1.50594,0.18781,0.922234,-0.440506,-0.844577,0.565217,2021
"2710",-0.0610111,-0.133719,-0.426073,0.0780467,-1.18851,-0.870761,1.04655,0.374791,0.619048,2021
"2711",0.296305,0.349879,-0.568651,-0.546656,-0.00202743,-0.190659,-0.241023,-1.40736,0.565217,2021
"2712",0.491205,-0.133719,0.809598,-0.0111966,0.543755,-1.92183,-0.803202,0.499854,0.684211,2021
"2713",1.33577,0.557135,0.476918,-1.12674,-0.476621,-0.499797,0.466233,0.374791,0.684211,2021
"2714",1.23832,0.418964,-0.188444,0.524263,0.638674,-0.159746,-2.01823,-0.453754,0.541667,2021
"2715",-0.548261,0.418964,0.762073,-0.0111966,-0.761377,-1.6436,-1.12963,0.140297,0.65,2021
"2716",-0.873094,-0.720945,2.2829,-0.234305,0.353918,-0.994416,0.75639,0.124664,0.684211,2021
"2717",0.133889,0.10808,0.762073,0.524263,0.282729,-0.932589,-0.857606,-0.500653,0.565217,2021
"2718",1.2708,0.142622,-0.853806,-2.33152,-1.59192,-1.1799,-1.03895,-1.79819,0.590909,2021
"2719",0.621138,0.937105,-1.23401,-2.10841,-1.61565,-1.1799,-0.186619,-1.39173,0.619048,2021
"2720",-0.515777,-0.513689,-0.711228,-0.814386,-0.0494868,0.118478,-0.53118,-0.735147,0.5,2021
"2721",1.56315,-0.168262,0.286814,0.390398,-0.405432,-1.05624,-1.52859,-0.531919,0.541667,2021
"2722",-0.613227,0.315336,1.28486,1.55056,0.258999,0.458529,-0.98455,-0.531919,0.590909,2021
"2723",-1.23041,-0.0300913,-1.23401,0.43502,-0.57154,0.860407,-1.51046,-0.844577,0.565217,2021
"2724",0.231339,-0.824574,1.04723,-1.21598,-0.0494868,-0.376142,0.0854029,-0.75078,0.481481,2021
"2725",0.426238,-0.168262,1.52249,-0.0558182,1.35056,0.674925,0.30302,-0.500653,0.481481,2021
"2726",-0.678194,-0.582775,-0.711228,-0.903629,0.638674,-1.02533,-0.440506,-0.782045,0.65,2021
"2727",1.95295,1.97339,-0.568651,2.08602,-0.690188,-0.283401,-1.11149,-1.03217,0.722222,2021
"2728",0.198855,-0.168262,-0.948857,0.970479,-0.334243,-0.407055,1.13722,-0.21926,0.764706,2021
"2729",-0.255911,0.0735368,-0.283496,1.0151,1.30311,-0.437969,-1.18403,1.48473,0.65,2021
"2730",1.01094,0.798934,-1.7568,1.19359,-2.32754,-0.499797,-0.676258,-0.922742,0.65,2021
"2731",1.82302,-0.27189,-0.663702,-1.08212,-0.239324,-2.26188,-1.34725,-0.922742,0.65,2021
"2732",0.718588,-0.859116,-1.37659,-0.992872,-0.59527,-0.685279,-1.56486,-1.76692,0.619048,2021
"2733",-0.385844,0.0735368,-0.521125,0.301155,0.235269,-2.04548,-0.94828,-0.969641,0.619048,2021
"2734",0.588655,0.24625,2.23537,-0.591277,0.781052,-2.72558,1.22789,-0.000399365,0.590909,2021
"2735",0.231339,0.557135,-0.0458665,0.122668,1.32683,0.984062,-1.2203,-0.359957,0.56,2021
"2736",-1.39283,-1.79177,1.47496,1.72905,0.258999,-0.561624,-0.331697,0.734348,0.56,2021
"2737",-0.580744,0.488049,-2.37463,0.211911,0.235269,-0.0979183,-1.02082,-0.735147,0.583333,2021
"2738",1.23832,0.971647,-1.32906,-0.234305,-1.52073,-0.53071,0.139807,-0.141096,0.56,2021
"2739",1.0759,-0.202805,-1.56669,-1.43909,-1.80548,-1.58178,-0.259158,0.0777652,0.583333,2021
"2740",0.263822,0.833476,1.33238,1.32745,0.828511,0.860407,-0.0415407,-0.531919,0.56,2021
"2741",0.0364388,-0.237348,0.096711,0.256533,0.0928913,0.087564,0.212346,-1.17287,0.518519,2021
"2742",0.166372,1.62796,1.18981,1.6398,1.51667,0.0257366,-0.930145,-0.297425,0.56,2021
"2743",0.491205,-0.617317,1.09475,0.747371,-0.998674,-0.252487,0.357425,-1.21977,0.518519,2021
"2744",-0.645711,-1.20454,1.37991,-0.0558182,0.353918,-1.08716,0.0309985,-0.328691,0.518519,2021
"2745",-1.58773,-0.133719,-1.51917,0.16729,-0.0732165,0.55127,0.393694,-0.078564,0.482759,2021
"2746",0.621138,-0.720945,-0.521125,0.43502,1.61159,-2.32371,-0.730663,0.234094,0.7,2021
"2747",0.133889,-1.23909,0.0491851,-0.323548,-0.832566,-1.61269,0.375559,-1.43863,0.7,2021
"2748",0.848521,-1.48089,-0.521125,-0.992872,-0.761377,-1.76726,-2.27212,-0.969641,0.636364,2021
"2749",-0.385844,-0.720945,0.952176,1.55056,1.23192,-0.00517715,0.538773,1.26587,0.736842,2021
"2750",1.82302,-0.582775,1.28486,-0.502034,-1.33089,-0.345228,-0.00527108,-1.26667,0.608696,2021
"2751",-0.74316,-0.859116,-0.758754,0.0780467,-0.785107,-2.32371,-1.23844,-1.11034,0.608696,2021
"2752",-0.320877,0.488049,-0.188444,1.37207,-0.951215,-0.654365,0.321155,-1.01654,0.625,2021
"2753",-0.483294,0.177165,0.429392,0.881236,2.1811,-1.1799,-1.38351,1.17207,0.625,2021
"2754",-0.158461,0.280793,-1.42412,-0.234305,-0.666459,-0.808934,-1.96383,0.546753,0.681818,2021
"2755",0.426238,0.488049,-0.616177,-0.10044,-1.44954,-0.345228,0.357425,-1.89198,0.652174,2021
"2756",0.198855,-0.064634,2.14032,-0.278926,0.97089,-1.55086,1.02841,-1.53243,0.6,2021
"2757",-0.385844,1.45525,-0.948857,0.033425,0.852241,-0.159746,-0.53118,-1.3292,0.652174,2021
"2758",0.166372,-0.064634,0.00165929,-2.15303,-0.144406,-3.03472,-0.168484,-1.3292,0.555556,2021
"2759",-0.320877,-0.168262,0.33434,-0.189683,-1.56819,-0.128832,0.248616,0.875044,0.652174,2021
"2760",0.881005,0.591677,1.14228,-0.680521,-0.618999,-0.839848,-1.49232,-2.00141,0.6,2021
"2761",-0.0934944,-1.06637,1.52249,-0.502034,1.68278,-0.592538,-0.295428,-1.67312,0.517241,2021
"2762",0.0689221,0.798934,-0.23597,1.68442,0.733593,-1.42721,-0.277293,-0.359957,0.833333,2021
"2763",1.23832,-1.23909,0.90465,-0.725142,-0.0494868,0.0566503,0.0128637,-1.21977,0.75,2021
"2764",1.59564,-0.064634,-1.13896,0.524263,-1.30716,-0.407055,-1.87315,-1.1416,0.681818,2021
"2765",-0.418327,-0.0300913,-0.0933924,0.345776,-0.334243,-1.1799,-0.585584,-0.844577,0.681818,2021
"2766",0.523688,-0.513689,-0.80628,-0.992872,0.16408,-0.221573,-0.694393,-1.17287,0.714286,2021
"2767",0.296305,-0.168262,0.286814,-0.457413,1.16073,-0.283401,-1.1659,-1.07907,0.681818,2021
"2768",1.62812,0.660763,0.096711,-0.0111966,-0.903755,-0.468883,-1.85502,-1.46989,0.681818,2021
"2769",0.458722,-0.582775,-0.188444,-0.368169,-1.18851,-1.61269,0.79266,1.03137,0.64,2021
"2770",-0.320877,-0.513689,0.809598,1.81829,1.30311,-0.716193,-0.0234059,-0.281792,0.592593,2021
"2771",0.166372,0.868019,-0.901332,1.46132,-0.0257571,0.30396,-1.07522,-0.469387,0.592593,2021
"2772",1.6606,0.280793,2.23537,2.62148,1.70651,-0.716193,1.71753,1.15644,0.888889,2021
"2773",0.133889,-0.962744,0.33434,3.15694,0.377648,0.582183,-1.38351,1.79739,0.761905,2021
"2774",0.458722,-0.444604,-0.901332,0.479641,0.377648,0.922234,-0.349832,-0.0316652,0.8,2021
"2775",0.0364388,-1.44634,1.47496,-0.234305,1.46921,-0.716193,-0.422371,-0.782045,0.842105,2021
"2776",2.14785,0.384421,-0.663702,-1.48371,-1.2597,-2.60193,0.629446,-1.3292,0.727273,2021
"2777",0.166372,-2.1372,1.76012,1.68442,1.04208,-1.42721,-0.0596754,0.202829,0.666667,2021
"2778",0.393755,-1.34271,-0.140918,-0.457413,1.92008,-0.839848,-0.748797,-0.828944,0.695652,2021
"2779",2.21282,0.488049,-0.426073,0.836614,-0.713918,-0.654365,-1.583,-0.954008,0.727273,2021
"2780",1.88799,0.660763,-0.0933924,1.28283,-2.30381,0.427615,-0.132215,-0.672615,0.68,2021
"2781",0.296305,-0.133719,-0.473599,0.301155,-0.690188,1.0768,-0.639989,-1.59496,0.708333,2021
"2782",2.11537,-0.064634,-0.711228,0.122668,-1.63938,-1.55086,0.411829,-0.406855,0.85,2021
"2783",1.40074,-0.893659,-0.23597,-1.97455,-1.30716,-2.26188,-0.712528,-1.06344,0.772727,2021
"2784",0.198855,-0.306433,-0.711228,-0.278926,1.18446,-1.58178,1.31857,-0.37559,0.653846,2021
"2785",0.133889,-0.582775,0.809598,-0.635899,0.686133,-0.499797,-0.803202,-0.703881,0.708333,2021
"2786",1.43322,0.0389941,-0.331022,-0.814386,-0.761377,-1.08716,-1.76435,-1.20413,0.692308,2021
"2787",1.4657,-1.72268,-0.331022,-0.903629,1.137,-1.42721,-0.00527108,-2.03268,0.75,2021
"2788",1.62812,-0.893659,0.619495,0.568884,-1.11732,-1.08716,-0.11408,-1.0947,0.782609,2021
"2789",0.621138,-0.133719,0.667021,1.81829,-0.168135,-0.932589,-1.34725,-0.234893,0.782609,2021
"2790",0.361272,-0.306433,-0.521125,0.881236,-0.168135,-0.468883,-1.2203,-0.0629311,0.75,2021
"2791",0.718588,-0.479147,-1.04391,0.702749,-0.476621,-1.76726,-0.0234059,-1.06344,0.72,2021
"2792",0.166372,0.62622,-1.32906,0.0780467,-1.59192,-1.36538,-1.1659,-1.78255,0.75,2021
"2793",-0.84061,-1.54997,0.096711,-0.189683,0.425107,-1.48904,-0.98455,-1.04781,0.72,2021
"2794",0.848521,-0.686403,0.571969,-1.30522,0.686133,-0.468883,-0.639989,-1.45426,0.72,2021
"2795",0.166372,-0.548232,0.762073,1.50594,-0.00202743,0.984062,-0.821337,0.734348,0.791667,2021
"2796",0.816038,0.557135,-1.28154,-0.725142,-0.0257571,-1.73635,0.883333,-0.563185,1.05263,2021
"2797",0.361272,-0.410061,1.18981,0.16729,0.662404,-1.58178,0.30302,-1.97015,0.740741,2021
"2798",0.198855,-1.54997,-0.140918,0.0780467,-0.52408,-1.89091,0.139807,-1.31356,0.777778,2021
"2799",1.43322,-0.617317,-1.51917,-0.546656,0.0691616,0.365787,-1.09336,-1.78255,0.724138,2021
"2800",-0.418327,-1.06637,-1.47164,2.21988,-0.0732165,-1.27264,-0.839471,-1.20413,0.814815,2021
"2801",0.426238,0.315336,-0.996383,2.53224,-0.59527,0.211219,-1.61927,-0.406855,0.814815,2021
